time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_voltageRegulator_EfdPu;GEN____1_SM_generator_theta;GEN____1_SM_generator_thetaInternal_value;GEN____1_SM_InternalAngle_lossOfSynchronismProtection_thetaMonitored;GEN____1_SM_InternalAngle_lossOfSynchronismProtection_switchOffSignal;
0.000512;1.059970;1.045041;1.010001;1.017703;1.019553;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.329756;0.005587;40.125925;-0.074754;-0.006401;-16.690904;43.675286;25.065947;12.802720;17.569949;1.058824;1.070149;1.048778;1.011505;1.096374;1.436649;1.269365;1.112250;1.461752;1.194231;0.309599;0.309607;0.309599;-1.000000;
0.001024;1.059970;1.045040;1.010001;1.017703;1.019553;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.329937;0.005546;40.125669;-0.074667;-0.006392;-16.690677;43.675142;25.065959;12.802607;17.569967;1.058824;1.070149;1.048778;1.011505;1.096374;1.436647;1.269366;1.112250;1.461756;1.194232;0.309599;0.309607;0.309599;-1.000000;
0.002048;1.059970;1.045040;1.010001;1.017703;1.019553;1.070148;1.061529;1.089925;1.055981;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.330297;0.005466;40.125158;-0.074494;-0.006375;-16.690230;43.674857;25.065979;12.802390;17.570000;1.058825;1.070148;1.048778;1.011505;1.096374;1.436643;1.269368;1.112250;1.461765;1.194233;0.309599;0.309607;0.309599;-1.000000;
0.004096;1.059971;1.045040;1.010001;1.017703;1.019552;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055332;1.050523;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.331015;0.005318;40.124142;-0.074153;-0.006342;-16.689365;43.674296;25.066010;12.801994;17.570060;1.058825;1.070147;1.048777;1.011505;1.096374;1.436635;1.269371;1.112250;1.461780;1.194235;0.309599;0.309607;0.309599;-1.000000;
0.008192;1.059971;1.045040;1.010001;1.017703;1.019552;1.070146;1.061529;1.089925;1.055981;1.051050;1.057011;1.055330;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.332438;0.005061;40.122130;-0.073483;-0.006279;-16.687739;43.673215;25.066034;12.801336;17.570151;1.058826;1.070146;1.048777;1.011505;1.096373;1.436620;1.269378;1.112249;1.461804;1.194238;0.309599;0.309608;0.309599;-1.000000;
0.016384;1.059972;1.045040;1.010001;1.017702;1.019552;1.070145;1.061528;1.089925;1.055980;1.051049;1.057010;1.055329;1.050521;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.335253;0.004662;40.118167;-0.072179;-0.006166;-16.684862;43.671220;25.065954;12.800469;17.570237;1.058827;1.070145;1.048776;1.011505;1.096373;1.436590;1.269389;1.112248;1.461836;1.194244;0.309599;0.309608;0.309599;-1.000000;
0.027047;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338893;0.004285;40.113070;-0.070510;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027047;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338893;0.004285;40.113070;-0.070510;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027048;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338893;0.004285;40.113070;-0.070509;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027049;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338894;0.004285;40.113069;-0.070509;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027051;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338894;0.004285;40.113068;-0.070509;-0.006028;-16.681710;43.668934;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027055;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338896;0.004284;40.113066;-0.070508;-0.006028;-16.681709;43.668933;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027063;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338898;0.004284;40.113063;-0.070507;-0.006028;-16.681707;43.668932;25.065661;12.799982;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027079;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338904;0.004284;40.113055;-0.070505;-0.006028;-16.681703;43.668929;25.065661;12.799982;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027111;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338914;0.004283;40.113040;-0.070500;-0.006028;-16.681695;43.668922;25.065659;12.799982;17.570211;1.058829;1.070144;1.048776;1.011505;1.096373;1.436555;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027175;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338936;0.004282;40.113010;-0.070490;-0.006027;-16.681679;43.668910;25.065657;12.799982;17.570211;1.058829;1.070144;1.048776;1.011505;1.096373;1.436554;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027303;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338979;0.004279;40.112950;-0.070470;-0.006025;-16.681646;43.668885;25.065652;12.799982;17.570209;1.058829;1.070144;1.048776;1.011505;1.096373;1.436554;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.027559;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339066;0.004273;40.112829;-0.070431;-0.006022;-16.681581;43.668835;25.065641;12.799983;17.570206;1.058829;1.070144;1.048776;1.011505;1.096373;1.436553;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.028071;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339239;0.004262;40.112588;-0.070353;-0.006016;-16.681452;43.668735;25.065619;12.799987;17.570199;1.058829;1.070144;1.048776;1.011505;1.096373;1.436552;1.269399;1.112245;1.461853;1.194249;0.309600;0.309608;0.309600;-1.000000;
0.029095;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339585;0.004240;40.112106;-0.070197;-0.006005;-16.681199;43.668539;25.065575;12.799997;17.570184;1.058829;1.070144;1.048776;1.011505;1.096373;1.436548;1.269400;1.112244;1.461852;1.194250;0.309600;0.309608;0.309600;-1.000000;
0.030691;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340124;0.004207;40.111355;-0.069953;-0.005986;-16.680814;43.668239;25.065503;12.800022;17.570160;1.058830;1.070144;1.048776;1.011505;1.096373;1.436543;1.269401;1.112244;1.461851;1.194250;0.309600;0.309608;0.309600;-1.000000;
0.030691;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340124;0.004207;40.111355;-0.069953;-0.005986;-16.680814;43.668239;25.065503;12.800022;17.570160;1.058830;1.070144;1.048776;1.011505;1.096373;1.436543;1.269401;1.112244;1.461851;1.194250;0.309600;0.309608;0.309600;-1.000000;
0.030691;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340124;0.004207;40.111355;-0.069953;-0.005986;-16.680814;43.668239;25.065503;12.800022;17.570160;1.058830;1.070144;1.048776;1.011505;1.096373;1.436543;1.269401;1.112244;1.461851;1.194250;0.309600;0.309608;0.309600;-1.000000;
0.031143;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340277;0.004198;40.111142;-0.069884;-0.005981;-16.680707;43.668155;25.065482;12.800031;17.570152;1.058830;1.070144;1.048776;1.011505;1.096373;1.436542;1.269401;1.112244;1.461850;1.194251;0.309600;0.309608;0.309600;-1.000000;
0.035239;1.059975;1.045039;1.010001;1.017703;1.019552;1.070144;1.061528;1.089924;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.341663;0.004121;40.109215;-0.069257;-0.005933;-16.679780;43.667425;25.065279;12.800151;17.570077;1.058830;1.070144;1.048776;1.011505;1.096373;1.436529;1.269403;1.112242;1.461845;1.194252;0.309600;0.309608;0.309600;-1.000000;
0.043431;1.059976;1.045039;1.010001;1.017703;1.019553;1.070145;1.061529;1.089924;1.055980;1.051050;1.057010;1.055329;1.050521;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.344448;0.003986;40.105353;-0.067992;-0.005835;-16.678131;43.666108;25.064819;12.800558;17.569888;1.058832;1.070145;1.048776;1.011505;1.096373;1.436505;1.269406;1.112239;1.461828;1.194254;0.309600;0.309609;0.309600;-1.000000;
0.052838;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347675;0.003843;40.100882;-0.066508;-0.005717;-16.676509;43.664805;25.064221;12.801214;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052838;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347675;0.003843;40.100882;-0.066508;-0.005717;-16.676509;43.664805;25.064221;12.801214;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052839;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347675;0.003843;40.100882;-0.066507;-0.005717;-16.676509;43.664805;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052840;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347676;0.003843;40.100881;-0.066507;-0.005717;-16.676509;43.664805;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052842;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347676;0.003843;40.100880;-0.066507;-0.005717;-16.676508;43.664804;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052846;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347678;0.003843;40.100878;-0.066506;-0.005717;-16.676508;43.664804;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052854;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347680;0.003843;40.100875;-0.066505;-0.005717;-16.676507;43.664803;25.064220;12.801216;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052870;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347686;0.003843;40.100867;-0.066502;-0.005717;-16.676504;43.664801;25.064219;12.801217;17.569627;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052902;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347697;0.003842;40.100852;-0.066497;-0.005716;-16.676499;43.664797;25.064217;12.801220;17.569626;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.052966;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347719;0.003842;40.100821;-0.066487;-0.005715;-16.676490;43.664789;25.064212;12.801226;17.569624;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461801;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.053094;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347763;0.003840;40.100760;-0.066467;-0.005714;-16.676470;43.664773;25.064204;12.801237;17.569620;1.058833;1.070146;1.048775;1.011506;1.096372;1.436479;1.269408;1.112235;1.461800;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.053350;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347851;0.003837;40.100639;-0.066426;-0.005711;-16.676431;43.664741;25.064186;12.801259;17.569612;1.058833;1.070146;1.048775;1.011506;1.096372;1.436478;1.269408;1.112235;1.461799;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.053862;1.059977;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.348027;0.003830;40.100395;-0.066345;-0.005704;-16.676355;43.664678;25.064150;12.801304;17.569596;1.058833;1.070147;1.048775;1.011506;1.096372;1.436477;1.269408;1.112235;1.461797;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.054886;1.059977;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051050;1.057012;1.055331;1.050523;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.348380;0.003816;40.099907;-0.066182;-0.005691;-16.676203;43.664554;25.064078;12.801396;17.569563;1.058833;1.070147;1.048775;1.011506;1.096372;1.436474;1.269408;1.112234;1.461794;1.194257;0.309601;0.309609;0.309601;-1.000000;
0.056934;1.059978;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.349087;0.003790;40.098929;-0.065854;-0.005665;-16.675910;43.664313;25.063933;12.801584;17.569496;1.058833;1.070147;1.048775;1.011506;1.096372;1.436469;1.269408;1.112234;1.461786;1.194258;0.309601;0.309609;0.309601;-1.000000;
0.061030;1.059978;1.045039;1.010002;1.017704;1.019554;1.070148;1.061529;1.089924;1.055982;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.350507;0.003735;40.096965;-0.065192;-0.005611;-16.675355;43.663861;25.063634;12.801979;17.569357;1.058834;1.070148;1.048775;1.011506;1.096372;1.436458;1.269408;1.112232;1.461771;1.194259;0.309601;0.309610;0.309601;-1.000000;
0.069222;1.059979;1.045039;1.010002;1.017704;1.019554;1.070150;1.061530;1.089924;1.055982;1.051052;1.057014;1.055334;1.050525;1.035657;1.000000;0.999999;1.000000;1.000000;1.000000;232.353370;0.003622;40.092999;-0.063840;-0.005498;-16.674367;43.663062;25.063009;12.802827;17.569066;1.058835;1.070150;1.048776;1.011506;1.096372;1.436438;1.269407;1.112228;1.461737;1.194261;0.309602;0.309610;0.309602;-1.000000;
0.085606;1.059981;1.045040;1.010002;1.017705;1.019556;1.070153;1.061531;1.089924;1.055984;1.051054;1.057017;1.055337;1.050528;1.035659;1.000000;0.999999;1.000000;1.000000;1.000000;232.359179;0.003366;40.084907;-0.061021;-0.005257;-16.672779;43.661839;25.061681;12.804668;17.568444;1.058837;1.070153;1.048776;1.011506;1.096372;1.436401;1.269404;1.112220;1.461666;1.194266;0.309603;0.309611;0.309603;-1.000000;
