time,LineB29B52.P1Pu,PhaseShifterB7B29.PMonitored.value,PhaseShifterB7B29.tap.value
0,0.0163161560305622,58.3946074011053,6
1,0.0164035512844917,58.5267985365291,6
2,0.0164860461642578,58.6487057468104,6
3,0.0165637954793714,58.7608182603359,6
4,0.0166370585393957,58.8637452528698,6
5,0.0167061008909476,58.958238425014,6
6,0.0167711518259053,59.0449292742984,6
7,0.0168324123818222,59.1243874827807,6
8,0.0168900893237848,59.1971632565691,6
9,0.0169443716788909,59.2638081391074,6
10,0.0169954600005506,59.32492084896,6
11,0.0170435037062481,59.3809534643274,6
12,0.0170886859018802,59.4323840368586,6
13,0.0171311853348359,59.4795261207794,6
13.4626882227505,0.0171499800683085,59.5000000119,6
13.4626882227505,0.0171499935054258,59.4999880985064,6
13.4629630868714,0.0171500045051674,59.5000000119,6
13.4629630868714,0.0171500045051674,59.5000000119,6
14,0.0171711410378722,59.5227439756673,6
15,0.0172086739863797,59.5624128835904,6
16,0.0172439374891221,59.5988247192014,6
17,0.0172770391701637,59.632202464106,6
18,0.017308099009749,59.6627972821243,6
19,0.0173372289090211,59.6908367450568,6
20,0.0173645289118506,59.7165099662646,6
21,0.0173900945871687,59.7399991101647,6
22,0.0174140302313282,59.7615026701317,6
23,0.0174364379451591,59.781214875448,6
24,0.0174574120231613,59.7992914954748,6
25,0.0174770462744075,59.8158835240188,6
26,0.0174954265684358,59.8311366918394,6
27,0.0175126170169766,59.8451355283626,6
28,0.0175287045794808,59.8580172482761,6
29,0.017543745817658,59.8698141304626,6
30,0.0175578196009118,59.8806452636113,6
31,0.0175709619476703,59.8905718062663,6
32,0.0175832265372442,59.8996709074595,6
33,0.0175946591294251,59.908010347908,6
34,0.0176053322301561,59.9156682263178,6
35,0.0176152863763859,59.922704167833,6
36,0.0176245704355483,59.9291671210831,6
37,0.0176332330726598,59.9350764861659,6
38,0.0176413199748321,59.9404723735965,6
39,0.0176488714465681,59.9454043926243,6
40,0.0176559232007146,59.949933294315,6
41,0.0176625137389559,59.9540864851843,6
42,0.0176686517280901,59.9579065996024,6
43,0.0176743453197357,59.9614339383828,6
44,0.0176796069055777,59.9647054560126,6
45,0.0176845009879626,59.9677306211128,6
46,0.0176890494799577,59.9705334009425,6
47,0.0176932787501563,59.9731305591372,6
48,0.0176972381980386,59.9754870151388,6
49,0.0177009639492668,59.9776004333743,6
50,0.0177044858311836,59.9794669664301,6
51,0.0177077522999425,59.9811944049148,6
52,0.0177107597419304,59.982816937898,6
53,0.0177135125190921,59.9843628508913,6
54,0.0177161035403858,59.9857487554504,6
55,0.0177185080598423,59.9870348029932,6
56,0.0177207429502109,59.9882200685209,6
57,0.0177228246474558,59.9893046810565,6
58,0.0177247675657727,59.9903006238533,6
59,0.0177265734454138,59.9912180424413,6
60,0.0177282511764385,59.9920653086996,6
61,0.0177298141586119,59.9928496757788,6
62,0.0177312625647513,59.9935660033169,6
63,0.0177326062991302,59.9942214660345,6
64,0.0177338537392875,59.9948213065767,6
65,0.0177350126449101,59.9953699857018,6
66,0.0177360907756846,59.995871964168,6
67,0.017737093367823,59.9963321071539,6
68,0.0177380194660667,59.9967562721043,6
69,0.0177388811558567,59.9971482265193,6
70,0.0177396850388138,59.9975126167531,6
71,0.0177404377165569,59.9978540891598,6
72,0.0177411482669234,59.9981775405427,6
73,0.017741829318217,59.9984834192198,6
74,0.0177424663696866,59.9987678880964,6
75,0.0177430594213531,59.9990309471725,6
76,0.0177436084732362,59.9992725964481,6
77,0.0177441135253543,59.9994928359231,6
78,0.0177445857531016,59.9996972280496,6
79,0.0177450382357674,59.9998922829308,6
80,0.0177454561092704,60.0000706020867,6
81,0.0177458393736227,60.0002321855174,6
82,0.017746188028836,60.0003770332229,6
83,0.0177465080045579,60.0005082126604,6
84,0.0177468254131988,60.0006392320225,6
85,0.01774711975936,60.0007594888438,6
86,0.0177473910430483,60.0008689831241,6
87,0.0177476392642698,60.0009677148636,6
88,0.0177478644230302,60.0010556840623,6
89,0.0177480848042067,60.0011425158426,6
90,0.0177482881381846,60.0012217515009,6
91,0.0177484743469866,60.001293349988,6
92,0.0177486434306161,60.0013573113039,6
93,0.0177487953890765,60.0014136354487,6
94,0.0177489433662195,60.0014687227839,6
95,0.0177490824564583,60.0015201845467,6
96,0.0177492099082488,60.0015666808794,6
97,0.017749325721593,60.0016082117819,6
98,0.0177494298964923,60.0016447772542,6
99,0.0177495258262,60.0016779517004,6
100,0.0177496148633844,60.0017083627324,6
101,0.0177496958597494,60.0017354775623,6
102,0.0177497693444202,60.0017595416937,6
103,0.0177498358465218,60.0017808006301,6
104,0.017749895895179,60.0017994998752,6
105,0.0177499500195166,60.0018158849326,6
106,0.0177499987486593,60.0018302013059,6
107,0.0177500426117317,60.0018426944987,6
108,0.0177500821378583,60.0018536100145,6
109,0.0177501206489689,60.0018644081392,6
110,0.0177501665290443,60.0018787150095,6
111,0.0177502097078478,60.0018921310282,6
112,0.0177502501853796,60.0019046561952,6
113,0.0177502879616397,60.0019162905107,6
114,0.0177503230366285,60.0019270339746,6
115,0.017750355410346,60.0019368865868,6
116,0.0177503850827924,60.0019458483475,6
117,0.0177504120539678,60.0019539192565,6
118,0.0177504363238722,60.001961099314,6
119,0.0177504578925059,60.0019673885198,6
120,0.017750471197323,60.0019710481856,6
121,0.0177504830428089,60.0019742475328,6
122,0.0177504948882947,60.0019774468799,6
123,0.0177505067337805,60.0019806462271,6
124,0.0177505185792662,60.0019838455743,6
125,0.0177505304247518,60.0019870449215,6
126,0.0177505422702374,60.0019902442686,6
127,0.0177505541157229,60.0019934436158,6
128,0.0177505659612083,60.001996642963,6
129,0.0177505778066937,60.0019998423101,6
130,0.0177505875969852,60.0020024291452,6
131,0.0177505946520671,60.0020042008021,6
132,0.017750601707149,60.002005972459,6
133,0.0177506087622308,60.0020077441159,6
134,0.0177506158173126,60.0020095157729,6
135,0.0177506228723944,60.0020112874298,6
136,0.0177506299274762,60.0020130590867,6
137,0.0177506369825579,60.0020148307436,6
138,0.0177506440376396,60.0020166024005,6
139,0.0177506510927213,60.0020183740575,6
140,0.0177506579965793,60.0020201047204,6
141,0.0177506610237633,60.0020207844884,6
142,0.0177506640509473,60.0020214642565,6
143,0.0177506670781312,60.0020221440245,6
144,0.0177506701053152,60.0020228237925,6
145,0.0177506731324991,60.0020235035605,6
146,0.0177506761596831,60.0020241833285,6
147,0.017750679186867,60.0020248630965,6
148,0.017750682214051,60.0020255428645,6
149,0.0177506852412349,60.0020262226326,6
150,0.0177506882684188,60.0020269024006,6
150.000000030002,0.0177506882684189,60.0020269024006,6
150.000000030002,0,58.6563029445789,6
151,6.85236616767446E-27,58.6621715421159,6
152,-2.62868781020321E-27,58.6682721626977,6
153,2.75180954388463E-28,58.6745447829599,6
154,2.23869995930787E-30,58.6809215169244,6
155,2.03776586616679E-27,58.6873540284593,6
156,9.49509703053494E-27,58.6937900201982,6
157,6.6580895634234E-27,58.7001891695245,6
158,-8.00030026442967E-28,58.7065164158887,6
159,-8.82968175675076E-27,58.7127411538679,6
160,-8.09611002079593E-27,58.718833459607,6
161,1.75145556569363E-27,58.7247648694735,6
162,-5.11592100656758E-27,58.7305251937168,6
163,-2.45040129227139E-26,58.7360906951342,6
164,-2.8404259609541E-26,58.7414674311821,6
165,-1.93575554467699E-26,58.7466398565232,6
166,-1.72878295053971E-26,58.7516172481387,6
167,-1.92924360401708E-26,58.7563926587009,6
168,-1.60722187204832E-26,58.7609727893651,6
169,-3.6530055629057E-27,58.7653604549822,6
170,-4.99032158365657E-28,58.7695530656989,6
171,-1.20288422579483E-26,58.7735535497813,6
172,-8.00264247801559E-27,58.7773641150717,6
173,2.30305517214284E-26,58.7809868373591,6
174,2.2321062591604E-26,58.7844250128425,6
175,-4.06545881655358E-26,58.7876818946111,6
175.000000035003,-4.06545920076404E-26,58.7876818947219,6
175.000000035003,5.32605436947373E-26,59.4624803818247,5
175.728898117602,7.15265374975356E-26,59.5000000119001,5
175.728898117602,7.15265374975356E-26,59.5000000119001,5
176,3.00930742769481E-31,59.5133578119471,5
177,-9.86631446508374E-25,59.5593017166452,5
178,-7.84721077449674E-25,59.6014335127906,5
179,6.06616807604573E-25,59.6396966404082,5
180,6.82644664891499E-26,59.6743901188932,5
181,4.01652946633589E-25,59.7057928772606,5
182,-2.77622254218873E-26,59.7342144791242,5
183,1.32707334943574E-24,59.7599280381511,5
184,2.38234181999592E-24,59.7831598173263,5
185,1.6790458863514E-24,59.8041257349078,5
186,1.5635757150632E-24,59.8230546408999,5
187,2.90614944273963E-24,59.8401732868194,5
188,3.92335233806793E-24,59.8556451435282,5
189,2.69848422409406E-24,59.8696173406031,5
190,-2.46636346312091E-25,59.8822795042198,5
191,-1.00864798567267E-24,59.8936957975795,5
192,-1.03199535175771E-25,59.9040439029207,5
193,7.89634937881075E-25,59.9133944720213,5
194,8.79718543897136E-25,59.9218442527924,5
195,5.86566607445786E-25,59.9295003536378,5
196,5.94174667550655E-25,59.9364009663707,5
197,6.3222469164816E-25,59.9426527765982,5
198,5.81605458162486E-25,59.9482903317595,5
199,4.26637817505735E-25,59.9533840673159,5
200,2.05119581349057E-25,59.9579943368485,5
201,4.41992731875047E-26,59.962155004524,5
202,-3.15634912696813E-27,59.9659157865697,5
203,-2.45390719346989E-26,59.9693124500046,5
204,3.47625257002711E-26,59.9723768617263,5
205,1.5264019351543E-25,59.9751422385898,5
206,2.70108852911317E-25,59.9776433192281,5
207,3.49579970384129E-25,59.9799038475166,5
208,3.25678338161226E-25,59.9819472369567,5
209,1.17798826689192E-25,59.983793851679,5
210,-5.67792395097893E-26,59.985460440759,5
211,-1.29982219782742E-25,59.9869609452199,5
212,-1.63882670283527E-25,59.9883064641709,5
213,-1.19570825891055E-25,59.9895048372103,5
214,-1.9581481653974E-26,59.9905648179834,5
215,-2.93353482645939E-26,59.9915092828477,5
216,-4.41654936581205E-26,59.9923476714535,5
217,-6.54681689035017E-26,59.993093117073,5
218,-9.4639194945512E-26,59.9937587529785,5
219,-1.33074025154692E-25,59.9943577124423,5
220,-1.4634905763707E-25,59.9948766369612,5
221,-1.49067692361894E-25,59.9953384206835,5
222,-1.41292457977439E-25,59.9957552069869,5
223,-1.2098780994317E-25,59.9961375875491,5
224,-8.8986115976945E-26,59.996492329024,5
225,-7.91232440385034E-26,59.9967821710353,5
226,-7.28726968432907E-26,59.9970396950896,5
227,-7.18391639303161E-26,59.9972706322933,5
228,-7.76271779247918E-26,59.9974807137529,5
229,-8.5864417328792E-26,59.9976714309008,5
230,-7.76305664245677E-26,59.9978339542778,5
231,-6.42427228731262E-26,59.9979809034761,5
232,-4.4550786733493E-26,59.9981160546108,5
233,-1.74047688160836E-26,59.998243183797,5
234,1.27927331208968E-27,59.9983586219227,5
235,-1.14198863138084E-26,59.998455642957,5
236,-4.18490901765827E-26,59.9985434768491,5
237,-9.34334729205107E-26,59.9986239030863,5
238,-1.69598046496152E-25,59.9986987011561,5
239,-2.3919965383623E-25,59.9987654894316,5
240,-2.8774768837523E-25,59.9988238906036,5
241,-3.30281603619604E-25,59.998877082057,5
242,-3.63862911566185E-25,59.9989260771187,5
243,-3.85553175936114E-25,59.9989718891152,5
244,-3.86210601800943E-25,59.9990118085431,5
245,-3.62808025990691E-25,59.9990467953376,5
246,-3.13087362767735E-25,59.9990782710101,5
247,-2.33258204062058E-25,59.9991067374917,5
248,-1.19530151020019E-25,59.9991326967132,5
249,-1.45645442914868E-26,59.9991559418169,5
250,9.17504918978903E-26,59.9991770711805,5
251,1.94984318047633E-25,59.9991964612849,5
252,2.86374539210753E-25,59.9992144225128,5
253,3.55860448789635E-25,59.9992312454349,5
254,3.92083039657028E-25,59.9992472008091,5
255,3.82385022928913E-25,59.9992625395814,5
256,3.1281085546497E-25,59.9992774928852,5
257,1.68106776745046E-25,59.9992922720418,5
258,-2.78867483335462E-27,59.999305629636,5
259,-9.19967375660258E-27,59.9993135861912,5
260,-1.62310253756603E-26,59.999320012453,5
261,-2.32529664772882E-26,59.9993249509106,5
262,-2.96357367467059E-26,59.9993284440533,5
263,-3.47495766072658E-26,59.9993305343706,5
264,-3.79647251789416E-26,59.9993312643516,5
265,-3.86514183556325E-26,59.9993306764859,5
266,-3.61798870012823E-26,59.9993288132627,5
267,-2.99203552648141E-26,59.9993257171713,5
268,-2.53325131580484E-26,59.9993241462501,5
269,-2.37440325809682E-26,59.9993240634937,5
270,-2.14572738314982E-26,59.9993236067418,5
271,-1.84722359428437E-26,59.9993227759944,5
272,-1.47889175888685E-26,59.9993215712515,5
273,-1.0407317084095E-26,59.999319992513,5
274,-5.32743238370372E-27,59.999318039779,5
275,4.50738916466168E-28,59.9993157130495,5
276,6.92719957991718E-27,59.9993130123245,5
277,1.41019527294934E-26,59.999309937604,5
278,1.7458414832902E-26,59.9993079141431,5
279,2.01128868723597E-26,59.9993059585587,5
280,2.2516859656384E-26,59.999303928378,5
281,2.46703328969972E-26,59.999301823601,5
282,2.65733062842693E-26,59.9992996442277,5
283,2.82257794863175E-26,59.9992973902581,5
284,2.96277521493069E-26,59.9992950616922,5
285,3.07792238974499E-26,59.9992926585299,5
286,3.16801943330064E-26,59.9992901807714,5
287,3.23443641674395E-26,59.9992877978102,5
288,3.28115242837918E-26,59.9992860016061,5
289,3.3040256320241E-26,59.9992842800892,5
290,3.30305599537318E-26,59.9992826332594,5
291,3.27824348885875E-26,59.9992810611169,5
292,3.22958808565095E-26,59.9992795636615,5
293,3.15708976165778E-26,59.9992781408932,5
294,3.06074849552508E-26,59.9992767928122,5
295,2.94056426863654E-26,59.9992755194183,5
296,2.79653706511369E-26,59.9992743207115,5
297,2.62866687181587E-26,59.999273196692,5
298,2.43695367834032E-26,59.9992721473596,5
299,2.22139747702207E-26,59.9992711727144,5
300,1.98199826293403E-26,59.9992702727563,5
301,1.71875603388693E-26,59.9992694474854,5
302,1.43167079042935E-26,59.9992686969017,5
303,1.12074253584771E-26,59.9992680210052,5
304,7.85971276166273E-27,59.9992674197958,5
305,4.27357020147147E-27,59.9992668932736,5
306,4.4899779290281E-28,59.9992664414386,5
307,-6.84231481606809E-32,59.9992662644759,5
308,-6.44221735078315E-32,59.9992661173755,5
309,-6.04211985885889E-32,59.9992659702751,5
310,-5.64202234029532E-32,59.9992658231747,5
311,-5.24192479509244E-32,59.9992656760743,5
312,-4.84182722325023E-32,59.9992655289739,5
313,-4.44172962476872E-32,59.9992653818734,5
314,-4.04163199964788E-32,59.999265234773,5
315,-3.64153434788774E-32,59.9992650876726,5
316,-3.24143666948828E-32,59.9992649405722,5
317,-2.8413389644495E-32,59.9992647934718,5
