time;WPP4B_WPP_wPPControl2015_qControl_PWPPu;WPP4B_WPP_wPPControl2015_qControl_QWPPu;WPP4B_WPP_wPPControl2015_qControl_UWPPu;WPP4B_WPP_terminal_V_re;WPP4B_WPP_terminal_V_im;WPP4B_WPP_terminal_i_re;WPP4B_WPP_terminal_i_im;WPP4B_WPP_wT4BCurrentSource_gridProtection_fOCB;
4.049057;0.487283;-0.210005;1.018310;1.014636;0.086418;-0.459294;-0.246094;-1.000000;
4.153885;0.489260;-0.210004;1.018281;1.014564;0.086921;-0.461118;-0.246495;-1.000000;
4.258712;0.490927;-0.210003;1.018256;1.014503;0.087345;-0.462658;-0.246835;-1.000000;
4.363539;0.492335;-0.210003;1.018235;1.014451;0.087704;-0.463957;-0.247122;-1.000000;
4.468366;0.493524;-0.210002;1.018217;1.014407;0.088006;-0.465054;-0.247367;-1.000000;
4.573193;0.494529;-0.210002;1.018202;1.014369;0.088262;-0.465982;-0.247573;-1.000000;
4.782848;0.496123;-0.210002;1.018177;1.014309;0.088668;-0.467453;-0.247902;-1.000000;
4.992502;0.497263;-0.210001;1.018160;1.014266;0.088958;-0.468505;-0.248138;-1.000000;
5.202156;0.498071;-0.210001;1.018148;1.014236;0.089164;-0.469251;-0.248306;-1.000000;
5.411811;0.498641;-0.210001;1.018139;1.014214;0.089309;-0.469777;-0.248425;-1.000000;
5.621465;0.499043;-0.210000;1.018133;1.014199;0.089411;-0.470148;-0.248508;-1.000000;
5.831120;0.499326;-0.210000;1.018128;1.014188;0.089483;-0.470409;-0.248567;-1.000000;
5.999999;0.499493;-0.210000;1.018126;1.014182;0.089526;-0.470563;-0.248602;-1.000000;
5.999999;0.367826;-0.135354;0.736458;0.729912;0.097975;-0.470563;-0.248602;-1.000000;
6.000001;0.367824;-0.135358;0.736456;0.729910;0.097974;-0.470560;-0.248607;-1.000000;
6.000003;0.367822;-0.135361;0.736455;0.729909;0.097974;-0.470558;-0.248611;-1.000000;
6.000007;0.367818;-0.135368;0.736453;0.729907;0.097973;-0.470553;-0.248620;-1.000000;
6.000016;0.367810;-0.135382;0.736448;0.729902;0.097971;-0.470544;-0.248638;-1.000000;
6.000032;0.367795;-0.135409;0.736438;0.729893;0.097967;-0.470526;-0.248674;-1.000000;
6.000066;0.367766;-0.135464;0.736418;0.729874;0.097959;-0.470490;-0.248745;-1.000000;
6.000133;0.367710;-0.135572;0.736380;0.729837;0.097945;-0.470424;-0.248888;-1.000000;
6.000200;0.367660;-0.135678;0.736341;0.729800;0.097933;-0.470365;-0.249031;-1.000000;
6.000289;0.367602;-0.135818;0.736291;0.729750;0.097919;-0.470296;-0.249221;-1.000000;
6.000289;0.367602;-0.135818;0.736291;0.729750;0.097919;-0.470296;-0.249221;-1.000000;
6.000293;0.367600;-0.135824;0.736288;0.729748;0.097919;-0.470293;-0.249229;-1.000000;
6.000297;0.367597;-0.135830;0.736286;0.729746;0.097918;-0.470290;-0.249238;-1.000000;
6.000305;0.367592;-0.135843;0.736282;0.729742;0.097917;-0.470284;-0.249255;-1.000000;
6.000321;0.367583;-0.135867;0.736273;0.729733;0.097915;-0.470274;-0.249289;-1.000000;
6.000353;0.367565;-0.135917;0.736255;0.729715;0.097911;-0.470253;-0.249357;-1.000000;
6.000417;0.367533;-0.136014;0.736219;0.729680;0.097904;-0.470216;-0.249493;-1.000000;
6.000545;0.367483;-0.136207;0.736148;0.729610;0.097895;-0.470158;-0.249767;-1.000000;
6.000673;0.367449;-0.136396;0.736078;0.729540;0.097891;-0.470121;-0.250044;-1.000000;
6.000777;0.367434;-0.136548;0.736021;0.729482;0.097892;-0.470107;-0.250271;-1.000000;
6.000777;0.367434;-0.136548;0.736021;0.729482;0.097892;-0.470107;-0.250271;-1.000000;
6.000785;0.367434;-0.136560;0.736017;0.729478;0.097892;-0.470107;-0.250288;-1.000000;
6.000792;0.367433;-0.136571;0.736013;0.729474;0.097892;-0.470106;-0.250305;-1.000000;
6.000808;0.367432;-0.136593;0.736004;0.729465;0.097892;-0.470105;-0.250338;-1.000000;
6.000838;0.367429;-0.136638;0.735987;0.729448;0.097893;-0.470103;-0.250406;-1.000000;
6.000900;0.367424;-0.136728;0.735954;0.729414;0.097895;-0.470100;-0.250541;-1.000000;
6.001023;0.367414;-0.136908;0.735886;0.729345;0.097898;-0.470093;-0.250813;-1.000000;
6.001145;0.367405;-0.137090;0.735818;0.729276;0.097902;-0.470087;-0.251088;-1.000000;
6.001391;0.367389;-0.137458;0.735679;0.729135;0.097910;-0.470078;-0.251645;-1.000000;
6.001637;0.367375;-0.137833;0.735538;0.728991;0.097919;-0.470072;-0.252214;-1.000000;
6.001882;0.367363;-0.138216;0.735394;0.728844;0.097930;-0.470068;-0.252797;-1.000000;
6.002128;0.367352;-0.138608;0.735246;0.728694;0.097941;-0.470067;-0.253394;-1.000000;
6.002188;0.367350;-0.138705;0.735210;0.728656;0.097943;-0.470067;-0.253541;-1.000000;
6.002188;0.367350;-0.138705;0.735210;0.728656;0.097943;-0.470067;-0.253541;-1.000000;
6.002193;0.367350;-0.138713;0.735206;0.728653;0.097944;-0.470067;-0.253554;-1.000000;
6.002198;0.367350;-0.138722;0.735203;0.728650;0.097944;-0.470067;-0.253567;-1.000000;
6.002209;0.367349;-0.138738;0.735197;0.728643;0.097944;-0.470067;-0.253593;-1.000000;
6.002230;0.367348;-0.138772;0.735184;0.728630;0.097945;-0.470067;-0.253645;-1.000000;
6.002271;0.367347;-0.138841;0.735158;0.728604;0.097947;-0.470067;-0.253749;-1.000000;
6.002355;0.367344;-0.138978;0.735106;0.728551;0.097952;-0.470068;-0.253958;-1.000000;
6.002522;0.367339;-0.139255;0.735002;0.728444;0.097960;-0.470070;-0.254382;-1.000000;
6.002689;0.367335;-0.139537;0.734895;0.728336;0.097969;-0.470073;-0.254814;-1.000000;
6.002990;0.367329;-0.140062;0.734697;0.728133;0.097987;-0.470082;-0.255618;-1.000000;
6.003261;0.367326;-0.140546;0.734514;0.727946;0.098003;-0.470092;-0.256360;-1.000000;
6.003532;0.367324;-0.141039;0.734326;0.727755;0.098021;-0.470104;-0.257119;-1.000000;
6.003803;0.367323;-0.141543;0.734135;0.727560;0.098039;-0.470118;-0.257894;-1.000000;
6.004345;0.367323;-0.142574;0.733744;0.727160;0.098077;-0.470150;-0.259483;-1.000000;
6.004832;0.367327;-0.143532;0.733380;0.726787;0.098114;-0.470184;-0.260961;-1.000000;
6.005320;0.367334;-0.144517;0.733005;0.726404;0.098152;-0.470222;-0.262485;-1.000000;
6.005406;0.367336;-0.144693;0.732938;0.726335;0.098159;-0.470229;-0.262759;-1.000000;
6.005406;0.367336;-0.144693;0.732938;0.726335;0.098159;-0.470229;-0.262759;-1.000000;
6.005406;0.367336;-0.144693;0.732938;0.726335;0.098159;-0.470229;-0.262759;-1.000000;
6.005406;0.367336;-0.144693;0.732938;0.726335;0.098159;-0.470229;-0.262759;-1.000000;
6.005409;0.367336;-0.144698;0.732936;0.726333;0.098160;-0.470230;-0.262765;-1.000000;
6.005411;0.367336;-0.144702;0.732934;0.726331;0.098160;-0.470230;-0.262772;-1.000000;
6.005416;0.367337;-0.144710;0.732931;0.726328;0.098160;-0.470231;-0.262785;-1.000000;
6.005426;0.367337;-0.144727;0.732925;0.726322;0.098161;-0.470232;-0.262811;-1.000000;
6.005445;0.367339;-0.144760;0.732912;0.726309;0.098163;-0.470235;-0.262863;-1.000000;
6.005485;0.367342;-0.144823;0.732888;0.726284;0.098166;-0.470241;-0.262962;-1.000000;
6.005563;0.367351;-0.144941;0.732843;0.726237;0.098173;-0.470255;-0.263147;-1.000000;
6.005721;0.367374;-0.145138;0.732767;0.726159;0.098188;-0.470290;-0.263462;-1.000000;
6.006035;0.367445;-0.145391;0.732668;0.726054;0.098220;-0.470387;-0.263882;-1.000000;
6.006664;0.367698;-0.145249;0.732713;0.726090;0.098297;-0.470700;-0.263765;-1.000000;
6.007293;0.368080;-0.144383;0.733029;0.726396;0.098389;-0.471153;-0.262585;-1.000000;
6.007922;0.368584;-0.142848;0.733596;0.726954;0.098496;-0.471741;-0.260419;-1.000000;
6.008551;0.369199;-0.140735;0.734376;0.727725;0.098618;-0.472449;-0.257416;-1.000000;
6.009180;0.369914;-0.138111;0.735345;0.728683;0.098753;-0.473268;-0.253675;-1.000000;
6.009809;0.370718;-0.135050;0.736472;0.729801;0.098902;-0.474184;-0.249314;-1.000000;
6.010438;0.371601;-0.131613;0.737734;0.731053;0.099062;-0.475187;-0.244425;-1.000000;
6.011067;0.372552;-0.127858;0.739108;0.732416;0.099233;-0.476266;-0.239101;-1.000000;
6.011696;0.373563;-0.123838;0.740573;0.733870;0.099414;-0.477411;-0.233423;-1.000000;
6.012326;0.374625;-0.119603;0.742110;0.735395;0.099603;-0.478611;-0.227465;-1.000000;
6.012955;0.375729;-0.115195;0.743702;0.736975;0.099800;-0.479857;-0.221293;-1.000000;
6.014213;0.378024;-0.106071;0.746976;0.740223;0.100213;-0.482447;-0.208611;-1.000000;
6.015216;0.379918;-0.098602;0.749632;0.742857;0.100556;-0.484582;-0.198328;-1.000000;
6.015216;0.379918;-0.098602;0.749632;0.742857;0.100556;-0.484582;-0.198329;-1.000000;
6.015234;0.379953;-0.098465;0.749680;0.742905;0.100562;-0.484621;-0.198141;-1.000000;
6.015252;0.379988;-0.098328;0.749729;0.742953;0.100569;-0.484660;-0.197953;-1.000000;
6.015289;0.380058;-0.098054;0.749826;0.743049;0.100581;-0.484739;-0.197577;-1.000000;
6.015361;0.380197;-0.097505;0.750020;0.743242;0.100607;-0.484896;-0.196825;-1.000000;
6.015507;0.380477;-0.096408;0.750408;0.743627;0.100658;-0.485211;-0.195324;-1.000000;
6.015797;0.381037;-0.094214;0.751183;0.744394;0.100760;-0.485842;-0.192328;-1.000000;
6.016379;0.382160;-0.089840;0.752722;0.745919;0.100966;-0.487107;-0.186375;-1.000000;
6.017541;0.384405;-0.081209;0.755738;0.748907;0.101383;-0.489636;-0.174720;-1.000000;
6.018704;0.386633;-0.072806;0.758648;0.751787;0.101802;-0.492145;-0.163491;-1.000000;
6.019867;0.388822;-0.064726;0.761423;0.754530;0.102222;-0.494615;-0.152798;-1.000000;
6.021030;0.390958;-0.057042;0.764042;0.757116;0.102640;-0.497028;-0.142726;-1.000000;
6.022192;0.393029;-0.049806;0.766489;0.759530;0.103053;-0.499373;-0.133334;-1.000000;
6.023355;0.395027;-0.043055;0.768755;0.761761;0.103460;-0.501640;-0.124655;-1.000000;
6.024518;0.396947;-0.036812;0.770837;0.763808;0.103860;-0.503825;-0.116706;-1.000000;
6.025681;0.398786;-0.031085;0.772733;0.765669;0.104253;-0.505925;-0.109486;-1.000000;
6.028006;0.402223;-0.021132;0.775999;0.768861;0.105014;-0.509875;-0.097126;-1.000000;
6.030099;0.405049;-0.013822;0.778370;0.771164;0.105672;-0.513152;-0.088241;-1.000000;
6.032192;0.407643;-0.007938;0.780258;0.772982;0.106305;-0.516188;-0.081259;-1.000000;
6.034285;0.410029;-0.003319;0.781722;0.774376;0.106916;-0.519010;-0.075944;-1.000000;
6.036378;0.412235;0.000211;0.782825;0.775408;0.107507;-0.521647;-0.072051;-1.000000;
6.038471;0.414290;0.002829;0.783628;0.776139;0.108081;-0.524127;-0.069342;-1.000000;
6.040564;0.416221;0.004701;0.784186;0.776624;0.108641;-0.526480;-0.067595;-1.000000;
6.042657;0.418052;0.005980;0.784550;0.776914;0.109190;-0.528731;-0.066613;-1.000000;
6.044750;0.419806;0.006797;0.784763;0.777054;0.109730;-0.530902;-0.066223;-1.000000;
6.046843;0.421501;0.007268;0.784864;0.777080;0.110264;-0.533012;-0.066279;-1.000000;
6.048936;0.423152;0.007485;0.784882;0.777023;0.110792;-0.535077;-0.066660;-1.000000;
6.051029;0.424773;0.007527;0.784842;0.776908;0.111316;-0.537110;-0.067269;-1.000000;
6.053122;0.426374;0.007452;0.784764;0.776754;0.111838;-0.539122;-0.068029;-1.000000;
6.055215;0.427961;0.007308;0.784664;0.776577;0.112358;-0.541121;-0.068881;-1.000000;
6.057308;0.429542;0.007128;0.784551;0.776388;0.112878;-0.543112;-0.069781;-1.000000;
6.059401;0.431121;0.006937;0.784434;0.776195;0.113396;-0.545100;-0.070697;-1.000000;
6.061494;0.432700;0.006753;0.784319;0.776003;0.113915;-0.547089;-0.071609;-1.000000;
6.063587;0.434281;0.006587;0.784210;0.775816;0.114434;-0.549080;-0.072500;-1.000000;
6.065680;0.435866;0.006444;0.784108;0.775635;0.114954;-0.551074;-0.073365;-1.000000;
6.067773;0.437455;0.006327;0.784014;0.775463;0.115473;-0.553072;-0.074198;-1.000000;
6.071959;0.440646;0.006174;0.783850;0.775142;0.116514;-0.557081;-0.075772;-1.000000;
6.076145;0.443851;0.006113;0.783716;0.774849;0.117557;-0.561104;-0.077239;-1.000000;
6.080331;0.447068;0.006126;0.783603;0.774576;0.118601;-0.565138;-0.078623;-1.000000;
6.084517;0.450292;0.006194;0.783508;0.774319;0.119645;-0.569180;-0.079949;-1.000000;
6.088703;0.453522;0.006297;0.783422;0.774070;0.120690;-0.573226;-0.081241;-1.000000;
6.092889;0.456754;0.006422;0.783342;0.773825;0.121735;-0.577274;-0.082516;-1.000000;
6.101261;0.463218;0.006693;0.783184;0.773334;0.123825;-0.585367;-0.085073;-1.000000;
6.109633;0.469679;0.006978;0.783025;0.772835;0.125913;-0.593453;-0.087658;-1.000000;
6.115797;0.474432;0.007188;0.782904;0.772460;0.127450;-0.599400;-0.089591;-1.000000;
6.115797;0.474432;0.007188;0.782904;0.772460;0.127450;-0.599400;-0.089591;-1.000000;
6.115990;0.474580;0.007194;0.782900;0.772449;0.127498;-0.599586;-0.089652;-1.000000;
6.116183;0.474729;0.007201;0.782896;0.772437;0.127546;-0.599773;-0.089713;-1.000000;
6.116569;0.475026;0.007214;0.782889;0.772413;0.127642;-0.600145;-0.089835;-1.000000;
6.117266;0.475564;0.007238;0.782875;0.772370;0.127816;-0.600817;-0.090055;-1.000000;
6.117266;0.475564;0.007238;0.782875;0.772370;0.127816;-0.600817;-0.090055;-1.000000;
6.117459;0.475713;0.007245;0.782871;0.772359;0.127864;-0.601003;-0.090116;-1.000000;
6.117653;0.475862;0.007252;0.782867;0.772347;0.127912;-0.601190;-0.090177;-1.000000;
6.118040;0.476160;0.007265;0.782859;0.772323;0.128009;-0.601563;-0.090300;-1.000000;
6.118814;0.476757;0.007291;0.782844;0.772275;0.128202;-0.602309;-0.090545;-1.000000;
6.120362;0.477949;0.007344;0.782813;0.772179;0.128587;-0.603802;-0.091037;-1.000000;
6.123459;0.480334;0.007449;0.782749;0.771986;0.129358;-0.606785;-0.092028;-1.000000;
6.129652;0.485101;0.007658;0.782620;0.771595;0.130900;-0.612747;-0.094027;-1.000000;
6.142039;0.494625;0.008082;0.782353;0.770796;0.133981;-0.624656;-0.098093;-1.000000;
6.154425;0.504137;0.008518;0.782078;0.769974;0.137058;-0.636545;-0.102244;-1.000000;
6.166811;0.513636;0.008969;0.781794;0.769132;0.140131;-0.648412;-0.106476;-1.000000;
6.179198;0.523122;0.009433;0.781501;0.768269;0.143201;-0.660259;-0.110790;-1.000000;
6.191584;0.532595;0.009911;0.781200;0.767385;0.146267;-0.672084;-0.115186;-1.000000;
6.203970;0.542055;0.010403;0.780890;0.766479;0.149329;-0.683887;-0.119666;-1.000000;
6.212329;0.548430;0.010742;0.780676;0.765856;0.151392;-0.691839;-0.122735;-1.000000;
6.212329;0.548430;0.010742;0.780676;0.765856;0.151392;-0.691839;-0.122735;-1.000000;
6.212330;0.548431;0.010742;0.780676;0.765856;0.151392;-0.691839;-0.122735;-1.000000;
6.212330;0.548431;0.010742;0.780676;0.765856;0.151392;-0.691839;-0.122735;-1.000000;
6.212496;0.548553;0.010747;0.780672;0.765844;0.151432;-0.691993;-0.122796;-1.000000;
6.212663;0.548672;0.010752;0.780667;0.765831;0.151471;-0.692141;-0.122855;-1.000000;
6.212996;0.548900;0.010760;0.780658;0.765807;0.151545;-0.692425;-0.122972;-1.000000;
6.213662;0.549311;0.010767;0.780639;0.765761;0.151678;-0.692938;-0.123193;-1.000000;
6.214995;0.549966;0.010748;0.780598;0.765678;0.151892;-0.693757;-0.123587;-1.000000;
6.216328;0.550414;0.010687;0.780556;0.765606;0.152040;-0.694320;-0.123916;-1.000000;
6.217661;0.550683;0.010614;0.780515;0.765546;0.152130;-0.694656;-0.124179;-1.000000;
6.218994;0.550790;0.010515;0.780476;0.765498;0.152169;-0.694794;-0.124378;-1.000000;
6.221659;0.550621;0.010292;0.780409;0.765439;0.152122;-0.694592;-0.124596;-1.000000;
6.224325;0.550011;0.010021;0.780360;0.765427;0.151934;-0.693845;-0.124590;-1.000000;
6.226991;0.549063;0.009781;0.780331;0.765456;0.151634;-0.692671;-0.124383;-1.000000;
6.229656;0.547849;0.009575;0.780321;0.765523;0.151246;-0.691161;-0.124004;-1.000000;
6.234988;0.544882;0.009243;0.780352;0.765743;0.150290;-0.687460;-0.122856;-1.000000;
6.240319;0.541342;0.008951;0.780435;0.766050;0.149148;-0.683049;-0.121303;-1.000000;
6.245650;0.537415;0.008711;0.780553;0.766417;0.147878;-0.678150;-0.119481;-1.000000;
6.250982;0.533217;0.008499;0.780691;0.766819;0.146520;-0.672913;-0.117494;-1.000000;
6.256313;0.528827;0.008295;0.780840;0.767240;0.145098;-0.667432;-0.115410;-1.000000;
6.261645;0.524292;0.008091;0.780992;0.767671;0.143630;-0.661771;-0.113277;-1.000000;
6.266976;0.519649;0.007880;0.781144;0.768105;0.142126;-0.655973;-0.111118;-1.000000;
6.267774;0.518946;0.007848;0.781166;0.768170;0.141899;-0.655095;-0.110794;-1.000000;
6.267774;0.518946;0.007848;0.781166;0.768170;0.141899;-0.655095;-0.110794;-1.000000;
6.267949;0.518791;0.007841;0.781171;0.768184;0.141849;-0.654902;-0.110723;-1.000000;
6.268125;0.518636;0.007834;0.781176;0.768199;0.141798;-0.654708;-0.110652;-1.000000;
6.268476;0.518325;0.007820;0.781186;0.768227;0.141698;-0.654320;-0.110509;-1.000000;
6.269081;0.517790;0.007796;0.781203;0.768277;0.141524;-0.653651;-0.110262;-1.000000;
6.269081;0.517790;0.007796;0.781203;0.768277;0.141524;-0.653651;-0.110262;-1.000000;
6.269255;0.517636;0.007789;0.781208;0.768291;0.141475;-0.653459;-0.110192;-1.000000;
6.269429;0.517482;0.007782;0.781213;0.768305;0.141425;-0.653266;-0.110121;-1.000000;
6.269777;0.517174;0.007768;0.781223;0.768334;0.141325;-0.652882;-0.109979;-1.000000;
6.270474;0.516559;0.007740;0.781243;0.768390;0.141126;-0.652114;-0.109697;-1.000000;
6.271866;0.515340;0.007687;0.781282;0.768503;0.140731;-0.650591;-0.109136;-1.000000;
6.274652;0.512968;0.007593;0.781361;0.768724;0.139963;-0.647627;-0.108038;-1.000000;
6.280223;0.508624;0.007456;0.781516;0.769136;0.138555;-0.642199;-0.105995;-1.000000;
6.285794;0.504921;0.007339;0.781661;0.769498;0.137356;-0.637577;-0.104210;-1.000000;
6.291365;0.501963;0.007335;0.781790;0.769800;0.136394;-0.633874;-0.102736;-1.000000;
6.296936;0.499769;0.007385;0.781897;0.770035;0.135678;-0.631123;-0.101596;-1.000000;
6.302508;0.498321;0.007460;0.781980;0.770203;0.135204;-0.629304;-0.100793;-1.000000;
6.308079;0.497576;0.007548;0.782039;0.770306;0.134959;-0.628367;-0.100313;-1.000000;
6.313650;0.497483;0.007647;0.782075;0.770349;0.134925;-0.628246;-0.100136;-1.000000;
6.319221;0.497984;0.007758;0.782090;0.770335;0.135084;-0.628870;-0.100236;-1.000000;
6.330033;0.500382;0.007985;0.782067;0.770176;0.135856;-0.631865;-0.101092;-1.000000;
6.330033;0.500381;0.007984;0.782066;0.770176;0.135856;-0.631865;-0.101092;-1.000000;
6.330525;0.500539;0.007996;0.782064;0.770164;0.135907;-0.632063;-0.101154;-1.000000;
6.331018;0.500701;0.008009;0.782061;0.770152;0.135959;-0.632264;-0.101217;-1.000000;
6.332002;0.501029;0.008035;0.782055;0.770127;0.136065;-0.632674;-0.101347;-1.000000;
6.332987;0.501367;0.008060;0.782048;0.770101;0.136174;-0.633096;-0.101482;-1.000000;
6.334956;0.502063;0.008109;0.782033;0.770046;0.136398;-0.633965;-0.101764;-1.000000;
6.335406;0.502225;0.008120;0.782030;0.770034;0.136450;-0.634167;-0.101831;-1.000000;
6.335406;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335407;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335408;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335409;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335412;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335417;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335428;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335450;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335493;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335536;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335580;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335580;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335581;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335582;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335583;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335586;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335592;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335604;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335628;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335676;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335724;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335771;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335819;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335867;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335915;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335962;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336010;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336058;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336105;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336153;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336201;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336296;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336382;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336468;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336554;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336640;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336726;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336812;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336898;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336984;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337070;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337155;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337327;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337499;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337671;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337843;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338014;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338186;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338306;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338306;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338311;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338317;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338327;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338349;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338391;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338477;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338648;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338758;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338758;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338763;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338769;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338780;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338802;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338845;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338933;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.339108;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.339458;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340132;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340132;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340137;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340143;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340155;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340178;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340225;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340319;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340506;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340513;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340513;0.000000;0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
