"time","Gen1.PGenPu","Gen1.QGenPu","Gen1.UPu","Gen2.PGenPu","Gen2.QGenPu","Gen2.UPu","Gen3.PGenPu","Gen3.QGenPu","Gen3.UPu","Gen6.PGenPu","Gen6.QGenPu","Gen6.UPu","Gen8.PGenPu","Gen8.QGenPu","Gen8.UPu","Load2.PPu","Load2.QPu"
0,2.327493428770476,-0.1670451750194407,1.06,0.4033230974317796,0.4384546072745559,1.045072,1.318389841742373e-16,0.2507945132110224,1.01,5.377642775528102e-15,0.1351796155349287,1.070290000000001,4.649058915617843e-16,0.1763573396673398,1.089855000000001,0.2169999635233402,0.1269999644198499
10,2.327599123127486,-0.1670449957426013,1.06,0.4034208404736244,0.4384886486891674,1.045072,0,0.2508169481452759,1.01,0,0.1352629376036996,1.07029,-9.497983719572575e-24,0.1763888680335135,1.089855,0.2169999868053134,0.1269999871296062
20,2.327639073207323,-0.1670449470743054,1.06,0.403457785130712,0.4385014649559801,1.045072,0,0.2508254023553568,1.01,0,0.1352942270384377,1.07029,-8.451830997162135e-24,0.1764007125555012,1.089855,0.2169999951215198,0.1269999952414212
30,2.327654673259761,-0.1670449342964362,1.06,0.4034722115960645,0.4385064530662738,1.045072,0,0.2508286951971462,1.01,0,0.1353063783740432,1.07029,4.641532847712001e-23,0.1764053140828259,1.089855000000001,0.2169999982201564,0.126999998263902
40,2.327661369798238,-0.1670449308427532,1.06,0.4034784043550722,0.4385085889058248,1.045072,0,0.2508301058936712,1.01,0,0.1353115724681404,1.07029,2.091944577269839e-22,0.176407281647397,1.089855000000005,0.216999999510589,0.1269999995226193
50,2.327663484735079,-0.1670449316003532,1.06,0.4034803601946476,0.4385092585561061,1.045072,0,0.2508305489468229,1.01,0,0.1353131931830437,1.07029,1.12223463548304e-23,0.1764078960464862,1.089855,0.2169999998700596,0.1269999998732531
60,2.32766421751601,-0.1670449325479867,1.06,0.4034810378495414,0.4385094887634204,1.045072,0,0.2508307015131976,1.01,0,0.1353137473133361,1.07029,-3.328852631254608e-24,0.1764081063249245,1.089855,0.2169999999807335,0.1269999999812071
70,2.327664364217465,-0.1670449329103587,1.06,0.4034811735148675,0.4385095343935925,1.045072,0,0.2508307318208342,1.01,0,0.1353138563932557,1.07029,7.360870493240229e-29,0.176408147768384,1.089855,0.2169999999990942,0.1269999999991165
80,2.32766439080239,-0.1670449331104574,1.06,0.4034811980998255,0.438509542306825,1.045072,0,0.2508307371294869,1.01,0,0.1353138747152185,1.07029,6.107142140725704e-29,0.1764081547695158,1.089855,0.2169999999994642,0.1269999999994774
90,2.327664407677957,-0.1670449332377846,1.06,0.4034812137058403,0.4385095473291886,1.045072,0,0.2508307404988542,1.01,0,0.1353138863424179,1.07029,1.182309823160862e-25,0.1764081592125656,1.089855,0.216999999999697,0.1269999999997044
100,2.327664416673465,-0.1670449333060509,1.06,0.403481222024597,0.4385095500053398,1.045072,0,0.2508307422943086,1.01,0,0.1353138925361863,1.07029,3.323170830365538e-25,0.1764081615794909,1.089855,0.2169999999998183,0.1269999999998228
110,2.327664422058524,-0.167044933346979,1.06,0.403481227004531,0.4385095516072243,1.045072,0,0.2508307433690453,1.01,0,0.1353138962433709,1.07029,4.452415716965159e-25,0.1764081629961967,1.089855,0.2169999999998906,0.1269999999998933
120,2.327664423890442,-0.1670449333610027,1.06,0.4034812286986394,0.4385095521518941,1.045072,0,0.2508307437345041,1.01,0,0.1353138975034414,1.07029,4.586101881699493e-25,0.1764081634777656,1.089855,0.2169999999999144,0.1269999999999165
130,2.32766442572236,-0.1670449333750264,1.06,0.4034812303927479,0.4385095526965638,1.045072,0,0.250830744099963,1.01,0,0.135313898763512,1.07029,4.719788046433826e-25,0.1764081639593346,1.089855,0.2169999999999382,0.1269999999999397
140,2.327664427554279,-0.1670449333890502,1.06,0.4034812320868564,0.4385095532412335,1.045072,0,0.2508307444654219,1.01,0,0.1353139000235825,1.07029,4.853474211168159e-25,0.1764081644409035,1.089855,0.216999999999962,0.126999999999963
150,2.327664428723495,-0.1670449333980077,1.06,0.4034812331681134,0.4385095535888499,1.045072,0,0.2508307446986646,1.01,0,0.1353139008277478,1.07029,4.761955360737646e-25,0.1764081647482388,1.089855,0.2169999999999772,0.1269999999999777
160,2.327664428931142,-0.1670449333996143,1.06,0.4034812333601349,0.4385095536505457,1.045072,0,0.2508307447400644,1.01,0,0.1353139009704037,1.07029,4.343668449087555e-25,0.1764081648027645,1.089855,0.2169999999999798,0.1269999999999803
170,2.32766442913879,-0.1670449334012209,1.06,0.4034812335521563,0.4385095537122415,1.045072,0,0.2508307447814643,1.01,0,0.1353139011130595,1.07029,3.925381537437464e-25,0.1764081648572902,1.089855,0.2169999999999824,0.1269999999999828
180,2.327664429346437,-0.1670449334028275,1.06,0.4034812337441778,0.4385095537739372,1.045072,0,0.2508307448228641,1.01,0,0.1353139012557154,1.07029,3.507094625787374e-25,0.1764081649118159,1.089855,0.216999999999985,0.1269999999999853
190,2.327664429554085,-0.1670449334044341,1.06,0.4034812339361993,0.4385095538356331,1.045072,0,0.2508307448642639,1.01,0,0.1353139013983712,1.07029,3.088807714137283e-25,0.1764081649663416,1.089855,0.2169999999999876,0.1269999999999879
200,2.327664429761732,-0.1670449334060407,1.06,0.4034812341282208,0.4385095538973289,1.045072,0,0.2508307449056637,1.01,0,0.1353139015410271,1.07029,2.670520802487193e-25,0.1764081650208673,1.089855,0.2169999999999901,0.1269999999999904
210,2.32766442996938,-0.1670449334076474,1.06,0.4034812343202423,0.4385095539590247,1.045072,0,0.2508307449470635,1.01,0,0.1353139016836829,1.07029,2.252233890837102e-25,0.1764081650753929,1.089855,0.2169999999999927,0.126999999999993
220,2.327664430177027,-0.167044933409254,1.06,0.4034812345122638,0.4385095540207204,1.045072,0,0.2508307449884633,1.01,0,0.1353139018263388,1.07029,1.833946979187011e-25,0.1764081651299186,1.089855,0.2169999999999953,0.1269999999999955
230,2.327664430342517,-0.1670449334105345,1.06,0.403481234665301,0.43850955406989,1.045072,0,0.2508307450214577,1.01,0,0.13531390194003,1.07029,1.480918339832533e-25,0.1764081651733735,1.089855,0.2169999999999974,0.1269999999999975
240,2.32766443035499,-0.1670449334106317,1.06,0.4034812346768397,0.4385095540735934,1.045072,0,0.2508307450239435,1.01,0,0.1353139019485906,1.07029,1.364753059180647e-25,0.1764081651766456,1.089855,0.2169999999999975,0.1269999999999977
250,2.327664430367463,-0.1670449334107288,1.06,0.4034812346883784,0.438509554077297,1.045072,0,0.2508307450264293,1.01,0,0.1353139019571511,1.07029,1.248587778528761e-25,0.1764081651799178,1.089855,0.2169999999999977,0.1269999999999978
260,2.327664430379936,-0.167044933410826,1.06,0.403481234699917,0.4385095540810005,1.045072,0,0.2508307450289151,1.01,0,0.1353139019657117,1.07029,1.132422497876874e-25,0.1764081651831899,1.089855,0.2169999999999978,0.1269999999999979
270,2.327664430392409,-0.1670449334109232,1.06,0.4034812347114557,0.438509554084704,1.045072,0,0.250830745031401,1.01,0,0.1353139019742722,1.07029,1.016257217224988e-25,0.176408165186462,1.089855,0.216999999999998,0.1269999999999981
280,2.327664430404882,-0.1670449334110203,1.06,0.4034812347229944,0.4385095540884075,1.045072,0,0.2508307450338867,1.01,0,0.1353139019828327,1.07029,9.000919365731019e-26,0.1764081651897341,1.089855,0.2169999999999981,0.1269999999999983
290,2.327664430417355,-0.1670449334111175,1.06,0.4034812347345331,0.438509554092111,1.045072,0,0.2508307450363725,1.01,0,0.1353139019913933,1.07029,7.839266559212155e-26,0.1764081651930062,1.089855,0.2169999999999983,0.1269999999999984
300,2.327664430429828,-0.1670449334112147,1.06,0.4034812347460718,0.4385095540958145,1.045072,0,0.2508307450388583,1.01,0,0.1353139019999538,1.07029,6.677613752693294e-26,0.1764081651962783,1.089855,0.2169999999999984,0.1269999999999985
310,2.327664430442301,-0.1670449334113118,1.06,0.4034812347576104,0.438509554099518,1.045072,0,0.2508307450413442,1.01,0,0.1353139020085144,1.07029,5.515960946174431e-26,0.1764081651995505,1.089855,0.2169999999999986,0.1269999999999987
320,2.327664430454774,-0.167044933411409,1.06,0.4034812347691492,0.4385095541032215,1.045072,0,0.25083074504383,1.01,0,0.1353139020170749,1.07029,4.354308139655567e-26,0.1764081652028226,1.089855,0.2169999999999987,0.1269999999999988
330,2.327664430467248,-0.1670449334115062,1.06,0.4034812347806878,0.438509554106925,1.045072,0,0.2508307450463158,1.01,0,0.1353139020256355,1.07029,3.192655333136705e-26,0.1764081652060947,1.089855,0.2169999999999989,0.126999999999999
340,2.32766443047972,-0.1670449334116033,1.06,0.4034812347922265,0.4385095541106285,1.045072,0,0.2508307450488016,1.01,0,0.135313902034196,1.07029,2.031002526617843e-26,0.1764081652093668,1.089855,0.2169999999999991,0.1269999999999991
350,2.327664430492193,-0.1670449334117005,1.06,0.4034812348037652,0.4385095541143321,1.045072,0,0.2508307450512874,1.01,0,0.1353139020427565,1.07029,8.693497200989796e-27,0.1764081652126389,1.089855,0.2169999999999992,0.1269999999999993
360,2.327664430504667,-0.1670449334117977,1.06,0.4034812348153038,0.4385095541180355,1.045072,0,0.2508307450537732,1.01,0,0.1353139020513171,1.07029,-2.923030864198822e-27,0.176408165215911,1.089855,0.2169999999999994,0.1269999999999994
370,2.32766443051714,-0.1670449334118948,1.06,0.4034812348268425,0.4385095541217391,1.045072,0,0.250830745056259,1.01,0,0.1353139020598776,1.07029,-1.453955892938745e-26,0.1764081652191831,1.089855,0.2169999999999995,0.1269999999999996
380,2.327664430529613,-0.167044933411992,1.06,0.4034812348383812,0.4385095541254426,1.045072,0,0.2508307450587448,1.01,0,0.1353139020684382,1.07029,-2.615608699457608e-26,0.1764081652224553,1.089855,0.2169999999999997,0.1269999999999997
390,2.327664430542085,-0.1670449334120891,1.06,0.4034812348499199,0.4385095541291461,1.045072,0,0.2508307450612306,1.01,0,0.1353139020769987,1.07029,-3.77726150597647e-26,0.1764081652257274,1.089855,0.2169999999999998,0.1269999999999998
400,2.327664430544502,-0.1670449334121079,1.06,0.4034812348521558,0.4385095541298635,1.045072,0,0.2508307450617123,1.01,0,0.1353139020786572,1.07029,-3.877787875372774e-26,0.1764081652263613,1.089855,0.2169999999999999,0.1269999999999999
410,2.327664430544889,-0.1670449334121108,1.06,0.4034812348525132,0.4385095541299778,1.045072,0,0.2508307450617893,1.01,0,0.135313902078922,1.07029,-3.764048329580878e-26,0.1764081652264626,1.089855,0.2169999999999999,0.1269999999999999
420,2.327664430545275,-0.1670449334121137,1.06,0.4034812348528706,0.4385095541300922,1.045072,0,0.2508307450618663,1.01,0,0.1353139020791868,1.07029,-3.650308783788982e-26,0.1764081652265638,1.089855,0.2169999999999999,0.1269999999999999
430,2.327664430545661,-0.1670449334121167,1.06,0.4034812348532281,0.4385095541302066,1.045072,0,0.2508307450619433,1.01,0,0.1353139020794515,1.07029,-3.536569237997085e-26,0.1764081652266651,1.089855,0.2169999999999999,0.1269999999999999
440,2.327664430546047,-0.1670449334121196,1.06,0.4034812348535855,0.4385095541303211,1.045072,0,0.2508307450620204,1.01,0,0.1353139020797163,1.07029,-3.422829692205189e-26,0.1764081652267663,1.089855,0.2169999999999999,0.1269999999999999
450,2.327664430546433,-0.1670449334121225,1.06,0.4034812348539429,0.4385095541304355,1.045072,0,0.2508307450620973,1.01,0,0.1353139020799811,1.07029,-3.309090146413292e-26,0.1764081652268676,1.089855,0.2169999999999999,0.1269999999999999
460,2.327664430546819,-0.1670449334121254,1.06,0.4034812348543003,0.4385095541305499,1.045072,0,0.2508307450621743,1.01,0,0.1353139020802459,1.07029,-3.195350600621396e-26,0.1764081652269688,1.089855,0.2169999999999999,0.1269999999999999
470,2.327664430547205,-0.1670449334121283,1.06,0.4034812348546578,0.4385095541306643,1.045072,0,0.2508307450622514,1.01,0,0.1353139020805107,1.07029,-3.0816110548295e-26,0.1764081652270701,1.089855,0.2169999999999999,0.1269999999999999
480,2.327664430547592,-0.1670449334121313,1.06,0.4034812348550152,0.4385095541307787,1.045072,0,0.2508307450623284,1.01,0,0.1353139020807755,1.07029,-2.967871509037603e-26,0.1764081652271713,1.089855,0.2169999999999999,0.1269999999999999
490,2.327664430547978,-0.1670449334121342,1.06,0.4034812348553726,0.4385095541308931,1.045072,0,0.2508307450624054,1.01,0,0.1353139020810402,1.07029,-2.854131963245707e-26,0.1764081652272725,1.089855,0.2169999999999999,0.1269999999999999
500,2.327664430548364,-0.1670449334121371,1.06,0.4034812348557301,0.4385095541310075,1.045072,0,0.2508307450624824,1.01,0,0.135313902081305,1.07029,-2.740392417453811e-26,0.1764081652273738,1.089855,0.2169999999999999,0.1269999999999999
510,2.32766443054875,-0.16704493341214,1.06,0.4034812348560874,0.4385095541311219,1.045072,0,0.2508307450625594,1.01,0,0.1353139020815698,1.07029,-2.626652871661914e-26,0.176408165227475,1.089855,0.2169999999999999,0.1269999999999999
520,2.327664430549136,-0.1670449334121429,1.06,0.4034812348564449,0.4385095541312363,1.045072,0,0.2508307450626364,1.01,0,0.1353139020818346,1.07029,-2.512913325870018e-26,0.1764081652275763,1.089855,0.2169999999999999,0.1269999999999999
530,2.327664430549523,-0.1670449334121458,1.06,0.4034812348568023,0.4385095541313507,1.045072,0,0.2508307450627135,1.01,0,0.1353139020820994,1.07029,-2.399173780078122e-26,0.1764081652276775,1.089855,0.2169999999999999,0.1269999999999999
540,2.327664430549909,-0.1670449334121488,1.06,0.4034812348571598,0.4385095541314651,1.045072,0,0.2508307450627905,1.01,0,0.1353139020823642,1.07029,-2.285434234286225e-26,0.1764081652277788,1.089855,0.2169999999999999,0.1269999999999999
550,2.327664430550295,-0.1670449334121517,1.06,0.4034812348575172,0.4385095541315795,1.045072,0,0.2508307450628675,1.01,0,0.1353139020826289,1.07029,-2.171694688494329e-26,0.17640816522788,1.089855,0.2169999999999999,0.1269999999999999
560,2.327664430550681,-0.1670449334121546,1.06,0.4034812348578746,0.4385095541316939,1.045072,0,0.2508307450629445,1.01,0,0.1353139020828937,1.07029,-2.057955142702432e-26,0.1764081652279813,1.089855,0.2169999999999999,0.1269999999999999
570,2.327664430551067,-0.1670449334121575,1.06,0.403481234858232,0.4385095541318083,1.045072,0,0.2508307450630215,1.01,0,0.1353139020831585,1.07029,-1.944215596910536e-26,0.1764081652280825,1.089855,0.2169999999999999,0.1269999999999999
580,2.327664430551454,-0.1670449334121604,1.06,0.4034812348585894,0.4385095541319227,1.045072,0,0.2508307450630985,1.01,0,0.1353139020834233,1.07029,-1.830476051118639e-26,0.1764081652281838,1.089855,0.2169999999999999,0.127
590,2.327664430551839,-0.1670449334121633,1.06,0.4034812348589469,0.4385095541320371,1.045072,0,0.2508307450631755,1.01,0,0.1353139020836881,1.07029,-1.716736505326743e-26,0.176408165228285,1.089855,0.2169999999999999,0.127
600,2.327664430552226,-0.1670449334121663,1.06,0.4034812348593043,0.4385095541321515,1.045072,0,0.2508307450632525,1.01,0,0.1353139020839529,1.07029,-1.602996959534847e-26,0.1764081652283863,1.089855,0.2169999999999999,0.127
610,2.327664430552612,-0.1670449334121692,1.06,0.4034812348596618,0.4385095541322659,1.045072,0,0.2508307450633295,1.01,0,0.1353139020842176,1.07029,-1.48925741374295e-26,0.1764081652284875,1.089855,0.2169999999999999,0.127
620,2.327664430552998,-0.1670449334121721,1.06,0.4034812348600192,0.4385095541323803,1.045072,0,0.2508307450634066,1.01,0,0.1353139020844824,1.07029,-1.375517867951054e-26,0.1764081652285888,1.089855,0.217,0.127
630,2.327664430553384,-0.167044933412175,1.06,0.4034812348603766,0.4385095541324947,1.045072,0,0.2508307450634836,1.01,0,0.1353139020847472,1.07029,-1.261778322159158e-26,0.17640816522869,1.089855,0.217,0.127
640,2.32766443055377,-0.1670449334121779,1.06,0.403481234860734,0.4385095541326091,1.045072,0,0.2508307450635606,1.01,0,0.135313902085012,1.07029,-1.148038776367261e-26,0.1764081652287912,1.089855,0.217,0.127
650,2.327664430554157,-0.1670449334121809,1.06,0.4034812348610914,0.4385095541327235,1.045072,0,0.2508307450636376,1.01,0,0.1353139020852768,1.07029,-1.034299230575365e-26,0.1764081652288925,1.089855,0.217,0.127
660,2.327664430554543,-0.1670449334121838,1.06,0.4034812348614489,0.4385095541328379,1.045072,0,0.2508307450637146,1.01,0,0.1353139020855416,1.07029,-9.205596847834683e-27,0.1764081652289937,1.089855,0.217,0.127
