0 | GEN____8_SM | PMIN : activation
0.0306911 | GEN____3_SM | PMIN : activation
0.332836 | GEN____8_SM | PMIN : deactivation
0.769949 | GEN____8_SM | PMIN : activation
0.799483 | GEN____3_SM | PMIN : deactivation
1.4698 | GEN____8_SM | PMIN : deactivation
1.77277 | GEN____3_SM | PMIN : activation
1.81847 | GEN____8_SM | PMIN : activation
2.32327 | GEN____8_SM | PMIN : deactivation
2.37773 | GEN____3_SM | PMIN : deactivation
2.68257 | GEN____8_SM | PMIN : activation
3.48735 | GEN____8_SM | PMIN : deactivation
4.27657 | GEN____8_SM | PMIN : activation
5.13217 | GEN____8_SM | PMIN : deactivation
