0.000000 | GEN____8_SM | PMIN : activation
0.030691 | GEN____3_SM | PMIN : activation
0.348405 | GEN____8_SM | PMIN : deactivation
0.828675 | GEN____3_SM | PMIN : deactivation
0.834701 | GEN____8_SM | PMIN : activation
1.905712 | GEN____8_SM | PMIN : deactivation
2.183867 | GEN____3_SM | PMIN : activation
2.338445 | GEN____8_SM | PMIN : activation
2.758086 | GEN____3_SM | PMIN : deactivation
4.999999 | FAULT | Fault (node) : beginning
4.999999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection zone 2 arming
4.999999 | GEN____8_SM | Voltage regulator : upper limit reached (Efd)
4.999999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection zone 2 arming
4.999999 | GEN____8_SM | Voltage regulator : upper limit reached (Efd)
4.999999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection zone 2 arming
5.000000 | GEN____8_SM | PMIN : deactivation
5.218893 | GEN____3_SM | PMIN : activation
5.367558 | GEN____6_SM | PMIN : activation
5.379999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection tripped zone 2
5.379999 | _BUS____7-BUS____8-1_AC | LINE : opening on side 1
5.379999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection tripped zone 2
5.379999 | _BUS____7-BUS____8-1_AC | LINE : opening on side 2
5.379999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection tripped zone 2
5.379999 | GEN____8_SM | GENERATOR : disconnecting
5.379999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection tripped zone 2
5.379999 | GEN____8_SM | GENERATOR : disconnecting
5.379999 | _BUS____7-BUS____8-1_AC_side1_Distance | Distance protection tripped zone 2
5.499999 | FAULT | Fault (node) : end
5.752229 | GEN____6_SM | PMIN : deactivation
6.088093 | GEN____6_SM | PMIN : activation
6.520821 | GEN____6_SM | PMIN : deactivation
6.824457 | GEN____6_SM | PMIN : activation
7.299966 | GEN____6_SM | PMIN : deactivation
7.586998 | GEN____6_SM | PMIN : activation
8.174693 | GEN____6_SM | PMIN : deactivation
8.303318 | GEN____6_SM | PMIN : activation
