time;Hvdc1_hvdc_UseLambda1;Hvdc1_hvdc_q1Status;Hvdc1_hvdc_q2Status;Hvdc1_hvdc_PInj1Pu;Hvdc1_hvdc_QInj1Pu;Hvdc1_hvdc_PInj2Pu;Hvdc1_hvdc_QInj2Pu;Hvdc1_hvdc_U1Pu;Hvdc1_hvdc_U2Pu;Hvdc1_hvdc_P1Pu;Hvdc1_hvdc_Q1Pu;Hvdc1_hvdc_P2Pu;Hvdc1_hvdc_Q2Pu;Hvdc2_hvdc_UseLambda1;Hvdc2_hvdc_q1Status;Hvdc2_hvdc_q2Status;Hvdc2_hvdc_PInj1Pu;Hvdc2_hvdc_QInj1Pu;Hvdc2_hvdc_PInj2Pu;Hvdc2_hvdc_QInj2Pu;Hvdc2_hvdc_U1Pu;Hvdc2_hvdc_U2Pu;Hvdc2_hvdc_P1Pu;Hvdc2_hvdc_Q1Pu;Hvdc2_hvdc_P2Pu;Hvdc2_hvdc_Q2Pu;SVC_secondaryVoltageControl_level;Load_load_UPu_value;Load_load_PPu;Load_load_QPu;
650.0000;1.0000;1.0000;1.0000;7.5000;1.3999;-7.5000;-1.3576;1.0064;1.0159;-7.5000;-1.3999;7.5000;1.3576;1.0000;1.0000;1.0000;7.5000;1.3999;-7.5000;-1.3576;1.0064;1.0159;-7.5000;-1.3999;7.5000;1.3576;0.2867;0.9962;30.0000;0.0000;
660.0000;1.0000;1.0000;1.0000;7.5000;1.4042;-7.5000;-1.3600;1.0064;1.0160;-7.5000;-1.4042;7.5000;1.3600;1.0000;1.0000;1.0000;7.5000;1.4042;-7.5000;-1.3600;1.0064;1.0160;-7.5000;-1.4042;7.5000;1.3600;0.2876;0.9963;30.0000;0.0000;
670.0000;1.0000;1.0000;1.0000;7.5000;1.4086;-7.5000;-1.3624;1.0065;1.0160;-7.5000;-1.4086;7.5000;1.3624;1.0000;1.0000;1.0000;7.5000;1.4086;-7.5000;-1.3624;1.0065;1.0160;-7.5000;-1.4086;7.5000;1.3624;0.2884;0.9963;30.0000;0.0000;
680.0000;1.0000;1.0000;1.0000;7.5000;1.4129;-7.5000;-1.3647;1.0066;1.0160;-7.5000;-1.4129;7.5000;1.3647;1.0000;1.0000;1.0000;7.5000;1.4129;-7.5000;-1.3647;1.0066;1.0160;-7.5000;-1.4129;7.5000;1.3647;0.2892;0.9964;30.0000;0.0000;
690.0000;1.0000;1.0000;1.0000;7.5000;1.4171;-7.5000;-1.3670;1.0066;1.0160;-7.5000;-1.4171;7.5000;1.3670;1.0000;1.0000;1.0000;7.5000;1.4171;-7.5000;-1.3670;1.0066;1.0160;-7.5000;-1.4171;7.5000;1.3670;0.2900;0.9965;30.0000;0.0000;
700.0000;1.0000;1.0000;1.0000;7.5000;1.4213;-7.5000;-1.3693;1.0067;1.0160;-7.5000;-1.4213;7.5000;1.3693;1.0000;1.0000;1.0000;7.5000;1.4213;-7.5000;-1.3693;1.0067;1.0160;-7.5000;-1.4213;7.5000;1.3693;0.2907;0.9965;30.0000;0.0000;
710.0000;1.0000;1.0000;1.0000;7.5000;1.4254;-7.5000;-1.3715;1.0068;1.0161;-7.5000;-1.4254;7.5000;1.3715;1.0000;1.0000;1.0000;7.5000;1.4254;-7.5000;-1.3715;1.0068;1.0161;-7.5000;-1.4254;7.5000;1.3715;0.2915;0.9966;30.0000;0.0000;
720.0000;1.0000;1.0000;1.0000;7.5000;1.4294;-7.5000;-1.3737;1.0068;1.0161;-7.5000;-1.4294;7.5000;1.3737;1.0000;1.0000;1.0000;7.5000;1.4294;-7.5000;-1.3737;1.0068;1.0161;-7.5000;-1.4294;7.5000;1.3737;0.2923;0.9967;30.0000;0.0000;
730.0000;1.0000;1.0000;1.0000;7.5000;1.4334;-7.5000;-1.3759;1.0069;1.0161;-7.5000;-1.4334;7.5000;1.3759;1.0000;1.0000;1.0000;7.5000;1.4334;-7.5000;-1.3759;1.0069;1.0161;-7.5000;-1.4334;7.5000;1.3759;0.2930;0.9967;30.0000;0.0000;
740.0000;1.0000;1.0000;1.0000;7.5000;1.4374;-7.5000;-1.3781;1.0070;1.0161;-7.5000;-1.4374;7.5000;1.3781;1.0000;1.0000;1.0000;7.5000;1.4374;-7.5000;-1.3781;1.0070;1.0161;-7.5000;-1.4374;7.5000;1.3781;0.2937;0.9968;30.0000;0.0000;
750.0000;1.0000;1.0000;1.0000;7.5000;1.4413;-7.5000;-1.3802;1.0070;1.0162;-7.5000;-1.4413;7.5000;1.3802;1.0000;1.0000;1.0000;7.5000;1.4413;-7.5000;-1.3802;1.0070;1.0162;-7.5000;-1.4413;7.5000;1.3802;0.2944;0.9969;30.0000;0.0000;
760.0000;1.0000;1.0000;1.0000;7.5000;1.4451;-7.5000;-1.3822;1.0071;1.0162;-7.5000;-1.4451;7.5000;1.3822;1.0000;1.0000;1.0000;7.5000;1.4451;-7.5000;-1.3822;1.0071;1.0162;-7.5000;-1.4451;7.5000;1.3822;0.2951;0.9969;30.0000;0.0000;
770.0000;1.0000;1.0000;1.0000;7.5000;1.4488;-7.5000;-1.3843;1.0071;1.0162;-7.5000;-1.4488;7.5000;1.3843;1.0000;1.0000;1.0000;7.5000;1.4488;-7.5000;-1.3843;1.0071;1.0162;-7.5000;-1.4488;7.5000;1.3843;0.2957;0.9970;30.0000;0.0000;
780.0000;1.0000;1.0000;1.0000;7.5000;1.4525;-7.5000;-1.3863;1.0072;1.0162;-7.5000;-1.4525;7.5000;1.3863;1.0000;1.0000;1.0000;7.5000;1.4525;-7.5000;-1.3863;1.0072;1.0162;-7.5000;-1.4525;7.5000;1.3863;0.2964;0.9970;30.0000;0.0000;
790.0000;1.0000;1.0000;1.0000;7.5000;1.4562;-7.5000;-1.3883;1.0073;1.0162;-7.5000;-1.4562;7.5000;1.3883;1.0000;1.0000;1.0000;7.5000;1.4562;-7.5000;-1.3883;1.0073;1.0162;-7.5000;-1.4562;7.5000;1.3883;0.2970;0.9971;30.0000;0.0000;
800.0000;1.0000;1.0000;1.0000;7.5000;1.4598;-7.5000;-1.3902;1.0073;1.0163;-7.5000;-1.4598;7.5000;1.3902;1.0000;1.0000;1.0000;7.5000;1.4598;-7.5000;-1.3902;1.0073;1.0163;-7.5000;-1.4598;7.5000;1.3902;0.2977;0.9972;30.0000;0.0000;
810.0000;1.0000;1.0000;1.0000;7.5000;1.4633;-7.5000;-1.3921;1.0074;1.0163;-7.5000;-1.4633;7.5000;1.3921;1.0000;1.0000;1.0000;7.5000;1.4633;-7.5000;-1.3921;1.0074;1.0163;-7.5000;-1.4633;7.5000;1.3921;0.2983;0.9972;30.0000;0.0000;
820.0000;1.0000;1.0000;1.0000;7.5000;1.4667;-7.5000;-1.3940;1.0074;1.0163;-7.5000;-1.4667;7.5000;1.3940;1.0000;1.0000;1.0000;7.5000;1.4667;-7.5000;-1.3940;1.0074;1.0163;-7.5000;-1.4667;7.5000;1.3940;0.2989;0.9973;30.0000;0.0000;
830.0000;1.0000;1.0000;1.0000;7.5000;1.4701;-7.5000;-1.3958;1.0075;1.0163;-7.5000;-1.4701;7.5000;1.3958;1.0000;1.0000;1.0000;7.5000;1.4701;-7.5000;-1.3958;1.0075;1.0163;-7.5000;-1.4701;7.5000;1.3958;0.2995;0.9973;30.0000;0.0000;
840.0000;1.0000;1.0000;1.0000;7.5000;1.4734;-7.5000;-1.3976;1.0075;1.0163;-7.5000;-1.4734;7.5000;1.3976;1.0000;1.0000;1.0000;7.5000;1.4734;-7.5000;-1.3976;1.0075;1.0163;-7.5000;-1.4734;7.5000;1.3976;0.3001;0.9974;30.0000;0.0000;
850.0000;1.0000;1.0000;1.0000;7.5000;1.4767;-7.5000;-1.3994;1.0076;1.0163;-7.5000;-1.4767;7.5000;1.3994;1.0000;1.0000;1.0000;7.5000;1.4767;-7.5000;-1.3994;1.0076;1.0163;-7.5000;-1.4767;7.5000;1.3994;0.3006;0.9974;30.0000;0.0000;
860.0000;1.0000;1.0000;1.0000;7.5000;1.4799;-7.5000;-1.4012;1.0076;1.0164;-7.5000;-1.4799;7.5000;1.4012;1.0000;1.0000;1.0000;7.5000;1.4799;-7.5000;-1.4012;1.0076;1.0164;-7.5000;-1.4799;7.5000;1.4012;0.3012;0.9975;30.0000;0.0000;
870.0000;1.0000;1.0000;1.0000;7.5000;1.4831;-7.5000;-1.4029;1.0077;1.0164;-7.5000;-1.4831;7.5000;1.4029;1.0000;1.0000;1.0000;7.5000;1.4831;-7.5000;-1.4029;1.0077;1.0164;-7.5000;-1.4831;7.5000;1.4029;0.3017;0.9975;30.0000;0.0000;
880.0000;1.0000;1.0000;1.0000;7.5000;1.4862;-7.5000;-1.4045;1.0077;1.0164;-7.5000;-1.4862;7.5000;1.4045;1.0000;1.0000;1.0000;7.5000;1.4862;-7.5000;-1.4045;1.0077;1.0164;-7.5000;-1.4862;7.5000;1.4045;0.3023;0.9976;30.0000;0.0000;
890.0000;1.0000;1.0000;1.0000;7.5000;1.4892;-7.5000;-1.4062;1.0078;1.0164;-7.5000;-1.4892;7.5000;1.4062;1.0000;1.0000;1.0000;7.5000;1.4892;-7.5000;-1.4062;1.0078;1.0164;-7.5000;-1.4892;7.5000;1.4062;0.3028;0.9976;30.0000;0.0000;
900.0000;1.0000;1.0000;1.0000;7.5000;1.4922;-7.5000;-1.4078;1.0078;1.0164;-7.5000;-1.4922;7.5000;1.4078;1.0000;1.0000;1.0000;7.5000;1.4922;-7.5000;-1.4078;1.0078;1.0164;-7.5000;-1.4922;7.5000;1.4078;0.3033;0.9977;30.0000;0.0000;
910.0000;1.0000;1.0000;1.0000;7.5000;1.4951;-7.5000;-1.4094;1.0079;1.0164;-7.5000;-1.4951;7.5000;1.4094;1.0000;1.0000;1.0000;7.5000;1.4951;-7.5000;-1.4094;1.0079;1.0164;-7.5000;-1.4951;7.5000;1.4094;0.3038;0.9977;30.0000;0.0000;
920.0000;1.0000;1.0000;1.0000;7.5000;1.4980;-7.5000;-1.4109;1.0079;1.0165;-7.5000;-1.4980;7.5000;1.4109;1.0000;1.0000;1.0000;7.5000;1.4980;-7.5000;-1.4109;1.0079;1.0165;-7.5000;-1.4980;7.5000;1.4109;0.3043;0.9978;30.0000;0.0000;
930.0000;1.0000;1.0000;1.0000;7.5000;1.5008;-7.5000;-1.4125;1.0080;1.0165;-7.5000;-1.5008;7.5000;1.4125;1.0000;1.0000;1.0000;7.5000;1.5008;-7.5000;-1.4125;1.0080;1.0165;-7.5000;-1.5008;7.5000;1.4125;0.3047;0.9978;30.0000;0.0000;
930.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4123;1.0080;1.0165;-7.5000;-1.5000;7.5000;1.4123;1.0000;1.0000;1.0000;7.5000;1.5011;-7.5000;-1.4123;1.0080;1.0165;-7.5000;-1.5011;7.5000;1.4123;0.3047;0.9978;30.0000;0.0000;
940.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4134;1.0080;1.0165;-7.5000;-1.5000;7.5000;1.4134;1.0000;1.0000;1.0000;7.5000;1.5050;-7.5000;-1.4134;1.0080;1.0165;-7.5000;-1.5050;7.5000;1.4134;0.3052;0.9978;30.0000;0.0000;
950.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4144;1.0080;1.0165;-7.5000;-1.5000;7.5000;1.4144;1.0000;1.0000;1.0000;7.5000;1.5088;-7.5000;-1.4144;1.0080;1.0165;-7.5000;-1.5088;7.5000;1.4144;0.3057;0.9979;30.0000;0.0000;
950.0000;1.0000;1.0000;1.0000;7.5000;1.4966;-7.5000;-1.4139;1.0080;1.0165;-7.5000;-1.4966;7.5000;1.4139;1.0000;1.0000;1.0000;7.5000;1.5103;-7.5000;-1.4139;1.0080;1.0165;-7.5000;-1.5103;7.5000;1.4139;0.3057;0.9979;30.0000;0.0000;
960.0000;1.0000;1.0000;1.0000;7.5000;1.5039;-7.5000;-1.4160;1.0081;1.0165;-7.5000;-1.5039;7.5000;1.4160;1.0000;1.0000;1.0000;7.5000;1.5107;-7.5000;-1.4160;1.0081;1.0165;-7.5000;-1.5107;7.5000;1.4160;0.3061;0.9979;30.0000;0.0000;
960.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4154;1.0080;1.0165;-7.5000;-1.5000;7.5000;1.4154;1.0000;1.0000;1.0000;7.5000;1.5124;-7.5000;-1.4154;1.0080;1.0165;-7.5000;-1.5124;7.5000;1.4154;0.3062;0.9979;30.0000;0.0000;
970.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4164;1.0081;1.0165;-7.5000;-1.5000;7.5000;1.4164;1.0000;1.0000;1.0000;7.5000;1.5159;-7.5000;-1.4164;1.0081;1.0165;-7.5000;-1.5159;7.5000;1.4164;0.3066;0.9979;30.0000;0.0000;
980.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4173;1.0081;1.0165;-7.5000;-1.5000;7.5000;1.4173;1.0000;1.0000;1.0000;7.5000;1.5193;-7.5000;-1.4173;1.0081;1.0165;-7.5000;-1.5193;7.5000;1.4173;0.3071;0.9980;30.0000;0.0000;
990.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4181;1.0081;1.0165;-7.5000;-1.5000;7.5000;1.4181;1.0000;1.0000;1.0000;7.5000;1.5225;-7.5000;-1.4181;1.0081;1.0165;-7.5000;-1.5225;7.5000;1.4181;0.3075;0.9980;30.0000;0.0000;
990.0000;1.0000;1.0000;1.0000;7.5000;1.4984;-7.5000;-1.4179;1.0081;1.0165;-7.5000;-1.4984;7.5000;1.4179;1.0000;1.0000;1.0000;7.5000;1.5232;-7.5000;-1.4179;1.0081;1.0165;-7.5000;-1.5232;7.5000;1.4179;0.3075;0.9980;30.0000;0.0000;
1000.0000;1.0000;1.0000;1.0000;7.5000;1.5102;-7.5000;-1.4206;1.0082;1.0166;-7.5000;-1.5102;7.5000;1.4206;1.0000;1.0000;1.0000;7.5000;1.5212;-7.5000;-1.4206;1.0082;1.0166;-7.5000;-1.5212;7.5000;1.4206;0.3079;0.9981;30.0000;0.0000;
1000.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4190;1.0082;1.0165;-7.5000;-1.5000;7.5000;1.4190;1.0000;1.0000;1.0000;7.5000;1.5257;-7.5000;-1.4190;1.0082;1.0165;-7.5000;-1.5257;7.5000;1.4190;0.3080;0.9980;30.0000;0.0000;
1010.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4199;1.0082;1.0166;-7.5000;-1.5000;7.5000;1.4199;1.0000;1.0000;1.0000;7.5000;1.5288;-7.5000;-1.4199;1.0082;1.0166;-7.5000;-1.5288;7.5000;1.4199;0.3084;0.9980;30.0000;0.0000;
1020.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4206;1.0082;1.0166;-7.5000;-1.5000;7.5000;1.4206;1.0000;1.0000;1.0000;7.5000;1.5317;-7.5000;-1.4206;1.0082;1.0166;-7.5000;-1.5317;7.5000;1.4206;0.3089;0.9981;30.0000;0.0000;
1030.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4214;1.0082;1.0166;-7.5000;-1.5000;7.5000;1.4214;1.0000;1.0000;1.0000;7.5000;1.5345;-7.5000;-1.4214;1.0082;1.0166;-7.5000;-1.5345;7.5000;1.4214;0.3093;0.9981;30.0000;0.0000;
1040.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4221;1.0082;1.0166;-7.5000;-1.5000;7.5000;1.4221;1.0000;1.0000;1.0000;7.5000;1.5371;-7.5000;-1.4221;1.0082;1.0166;-7.5000;-1.5371;7.5000;1.4221;0.3097;0.9981;30.0000;0.0000;
1050.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4228;1.0083;1.0166;-7.5000;-1.5000;7.5000;1.4228;1.0000;1.0000;1.0000;7.5000;1.5397;-7.5000;-1.4228;1.0083;1.0166;-7.5000;-1.5397;7.5000;1.4228;0.3101;0.9981;30.0000;0.0000;
1060.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4235;1.0083;1.0166;-7.5000;-1.5000;7.5000;1.4235;1.0000;1.0000;1.0000;7.5000;1.5423;-7.5000;-1.4235;1.0083;1.0166;-7.5000;-1.5423;7.5000;1.4235;0.3106;0.9981;30.0000;0.0000;
1070.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4242;1.0083;1.0166;-7.5000;-1.5000;7.5000;1.4242;1.0000;1.0000;1.0000;7.5000;1.5447;-7.5000;-1.4242;1.0083;1.0166;-7.5000;-1.5447;7.5000;1.4242;0.3110;0.9982;30.0000;0.0000;
1080.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4248;1.0083;1.0166;-7.5000;-1.5000;7.5000;1.4248;1.0000;1.0000;1.0000;7.5000;1.5471;-7.5000;-1.4248;1.0083;1.0166;-7.5000;-1.5471;7.5000;1.4248;0.3114;0.9982;30.0000;0.0000;
1080.0000;1.0000;1.0000;1.0000;7.5000;1.4985;-7.5000;-1.4246;1.0083;1.0166;-7.5000;-1.4985;7.5000;1.4246;1.0000;1.0000;1.0000;7.5000;1.5478;-7.5000;-1.4246;1.0083;1.0166;-7.5000;-1.5478;7.5000;1.4246;0.3114;0.9982;30.0000;0.0000;
1090.0000;1.0000;1.0000;1.0000;7.5000;1.5215;-7.5000;-1.4288;1.0084;1.0166;-7.5000;-1.5215;7.5000;1.4288;1.0000;1.0000;1.0000;7.5000;1.5403;-7.5000;-1.4288;1.0084;1.0166;-7.5000;-1.5403;7.5000;1.4288;0.3117;0.9983;30.0000;0.0000;
1090.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4255;1.0083;1.0166;-7.5000;-1.5000;7.5000;1.4255;1.0000;1.0000;1.0000;7.5000;1.5498;-7.5000;-1.4255;1.0083;1.0166;-7.5000;-1.5498;7.5000;1.4255;0.3118;0.9982;30.0000;0.0000;
1100.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4262;1.0084;1.0166;-7.5000;-1.5000;7.5000;1.4262;1.0000;1.0000;1.0000;7.5000;1.5523;-7.5000;-1.4262;1.0084;1.0166;-7.5000;-1.5523;7.5000;1.4262;0.3122;0.9982;30.0000;0.0000;
1110.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4269;1.0084;1.0166;-7.5000;-1.5000;7.5000;1.4269;1.0000;1.0000;1.0000;7.5000;1.5546;-7.5000;-1.4269;1.0084;1.0166;-7.5000;-1.5546;7.5000;1.4269;0.3126;0.9982;30.0000;0.0000;
1120.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4275;1.0084;1.0166;-7.5000;-1.5000;7.5000;1.4275;1.0000;1.0000;1.0000;7.5000;1.5568;-7.5000;-1.4275;1.0084;1.0166;-7.5000;-1.5568;7.5000;1.4275;0.3129;0.9983;30.0000;0.0000;
1130.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4280;1.0084;1.0166;-7.5000;-1.5000;7.5000;1.4280;1.0000;1.0000;1.0000;7.5000;1.5590;-7.5000;-1.4280;1.0084;1.0166;-7.5000;-1.5590;7.5000;1.4280;0.3133;0.9983;30.0000;0.0000;
1140.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4286;1.0084;1.0166;-7.5000;-1.5000;7.5000;1.4286;1.0000;1.0000;1.0000;7.5000;1.5610;-7.5000;-1.4286;1.0084;1.0166;-7.5000;-1.5610;7.5000;1.4286;0.3137;0.9983;30.0000;0.0000;
1150.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4292;1.0084;1.0166;-7.5000;-1.5000;7.5000;1.4292;1.0000;1.0000;1.0000;7.5000;1.5631;-7.5000;-1.4292;1.0084;1.0166;-7.5000;-1.5631;7.5000;1.4292;0.3141;0.9983;30.0000;0.0000;
1160.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4297;1.0085;1.0167;-7.5000;-1.5000;7.5000;1.4297;1.0000;1.0000;1.0000;7.5000;1.5651;-7.5000;-1.4297;1.0085;1.0167;-7.5000;-1.5651;7.5000;1.4297;0.3145;0.9983;30.0000;0.0000;
1170.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4302;1.0085;1.0167;-7.5000;-1.5000;7.5000;1.4302;1.0000;1.0000;1.0000;7.5000;1.5671;-7.5000;-1.4302;1.0085;1.0167;-7.5000;-1.5671;7.5000;1.4302;0.3148;0.9983;30.0000;0.0000;
1180.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4308;1.0085;1.0167;-7.5000;-1.5000;7.5000;1.4308;1.0000;1.0000;1.0000;7.5000;1.5690;-7.5000;-1.4308;1.0085;1.0167;-7.5000;-1.5690;7.5000;1.4308;0.3152;0.9984;30.0000;0.0000;
1190.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4313;1.0085;1.0167;-7.5000;-1.5000;7.5000;1.4313;1.0000;1.0000;1.0000;7.5000;1.5710;-7.5000;-1.4313;1.0085;1.0167;-7.5000;-1.5710;7.5000;1.4313;0.3156;0.9984;30.0000;0.0000;
1200.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4318;1.0085;1.0167;-7.5000;-1.5000;7.5000;1.4318;1.0000;1.0000;1.0000;7.5000;1.5729;-7.5000;-1.4318;1.0085;1.0167;-7.5000;-1.5729;7.5000;1.4318;0.3159;0.9984;30.0000;0.0000;
1210.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4323;1.0085;1.0167;-7.5000;-1.5000;7.5000;1.4323;1.0000;1.0000;1.0000;7.5000;1.5748;-7.5000;-1.4323;1.0085;1.0167;-7.5000;-1.5748;7.5000;1.4323;0.3163;0.9984;30.0000;0.0000;
1220.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4328;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4328;1.0000;1.0000;1.0000;7.5000;1.5766;-7.5000;-1.4328;1.0086;1.0167;-7.5000;-1.5766;7.5000;1.4328;0.3167;0.9984;30.0000;0.0000;
1230.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4333;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4333;1.0000;1.0000;1.0000;7.5000;1.5785;-7.5000;-1.4333;1.0086;1.0167;-7.5000;-1.5785;7.5000;1.4333;0.3170;0.9984;30.0000;0.0000;
1240.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4338;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4338;1.0000;1.0000;1.0000;7.5000;1.5803;-7.5000;-1.4338;1.0086;1.0167;-7.5000;-1.5803;7.5000;1.4338;0.3174;0.9985;30.0000;0.0000;
1250.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4343;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4343;1.0000;1.0000;1.0000;7.5000;1.5821;-7.5000;-1.4343;1.0086;1.0167;-7.5000;-1.5821;7.5000;1.4343;0.3177;0.9985;30.0000;0.0000;
1260.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4348;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4348;1.0000;1.0000;1.0000;7.5000;1.5839;-7.5000;-1.4348;1.0086;1.0167;-7.5000;-1.5839;7.5000;1.4348;0.3180;0.9985;30.0000;0.0000;
1270.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4353;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4353;1.0000;1.0000;1.0000;7.5000;1.5856;-7.5000;-1.4353;1.0086;1.0167;-7.5000;-1.5856;7.5000;1.4353;0.3184;0.9985;30.0000;0.0000;
1280.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4357;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4357;1.0000;1.0000;1.0000;7.5000;1.5874;-7.5000;-1.4357;1.0086;1.0167;-7.5000;-1.5874;7.5000;1.4357;0.3187;0.9985;30.0000;0.0000;
1290.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4362;1.0086;1.0167;-7.5000;-1.5000;7.5000;1.4362;1.0000;1.0000;1.0000;7.5000;1.5891;-7.5000;-1.4362;1.0086;1.0167;-7.5000;-1.5891;7.5000;1.4362;0.3190;0.9985;30.0000;0.0000;
1300.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4367;1.0087;1.0167;-7.5000;-1.5000;7.5000;1.4367;1.0000;1.0000;1.0000;7.5000;1.5908;-7.5000;-1.4367;1.0087;1.0167;-7.5000;-1.5908;7.5000;1.4367;0.3194;0.9985;30.0000;0.0000;
1310.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4371;1.0087;1.0167;-7.5000;-1.5000;7.5000;1.4371;1.0000;1.0000;1.0000;7.5000;1.5925;-7.5000;-1.4371;1.0087;1.0167;-7.5000;-1.5925;7.5000;1.4371;0.3197;0.9986;30.0000;0.0000;
1310.0000;1.0000;1.0000;1.0000;7.5000;1.4982;-7.5000;-1.4369;1.0087;1.0167;-7.5000;-1.4982;7.5000;1.4369;1.0000;1.0000;1.0000;7.5000;1.5933;-7.5000;-1.4369;1.0087;1.0167;-7.5000;-1.5933;7.5000;1.4369;0.3197;0.9985;30.0000;0.0000;
1320.0000;1.0000;1.0000;1.0000;7.5000;1.5428;-7.5000;-1.4442;1.0089;1.0168;-7.5000;-1.5428;7.5000;1.4442;1.0000;1.0000;1.0000;7.5000;1.5759;-7.5000;-1.4442;1.0089;1.0168;-7.5000;-1.5759;7.5000;1.4442;0.3198;0.9988;30.0000;0.0000;
1320.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4377;1.0087;1.0167;-7.5000;-1.5000;7.5000;1.4377;1.0000;1.0000;1.0000;7.5000;1.5947;-7.5000;-1.4377;1.0087;1.0167;-7.5000;-1.5947;7.5000;1.4377;0.3200;0.9986;30.0000;0.0000;
1330.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4383;1.0087;1.0167;-7.5000;-1.5000;7.5000;1.4383;1.0000;1.0000;1.0000;7.5000;1.5969;-7.5000;-1.4383;1.0087;1.0167;-7.5000;-1.5969;7.5000;1.4383;0.3203;0.9986;30.0000;0.0000;
1340.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4388;1.0087;1.0167;-7.5000;-1.5000;7.5000;1.4388;1.0000;1.0000;1.0000;7.5000;1.5987;-7.5000;-1.4388;1.0087;1.0167;-7.5000;-1.5987;7.5000;1.4388;0.3206;0.9986;30.0000;0.0000;
1350.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4392;1.0087;1.0167;-7.5000;-1.5000;7.5000;1.4392;1.0000;1.0000;1.0000;7.5000;1.6002;-7.5000;-1.4392;1.0087;1.0167;-7.5000;-1.6002;7.5000;1.4392;0.3209;0.9986;30.0000;0.0000;
1360.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4396;1.0087;1.0168;-7.5000;-1.5000;7.5000;1.4396;1.0000;1.0000;1.0000;7.5000;1.6018;-7.5000;-1.4396;1.0087;1.0168;-7.5000;-1.6018;7.5000;1.4396;0.3212;0.9986;30.0000;0.0000;
