0 | GEN____8_SM | PMIN : activation
0.0306911 | GEN____3_SM | PMIN : activation
0.348405 | GEN____8_SM | PMIN : deactivation
0.828675 | GEN____3_SM | PMIN : deactivation
0.834701 | GEN____8_SM | PMIN : activation
1 | _BUS____1-BUS____5-1_AC | LINE : opening on side 2
1.00006 | GEN____8_SM | PMIN : deactivation
1.40475 | GEN____6_SM | PMIN : activation
1.56369 | GEN____8_SM | PMIN : activation
1.77608 | GEN____6_SM | PMIN : deactivation
1.92069 | GEN____3_SM | PMIN : activation
2.04287 | GEN____8_SM | PMIN : deactivation
2.16517 | GEN____6_SM | PMIN : activation
2.37405 | GEN____6_SM | PMIN : deactivation
2.49231 | GEN____3_SM | PMIN : deactivation
2.5826 | GEN____8_SM | PMIN : activation
2.82062 | GEN____6_SM | PMIN : activation
3.02312 | GEN____8_SM | PMIN : deactivation
3.13895 | GEN____6_SM | PMIN : deactivation
3.67361 | GEN____6_SM | PMIN : activation
3.75036 | GEN____8_SM | PMIN : activation
3.92244 | GEN____6_SM | PMIN : deactivation
4.04741 | GEN____8_SM | PMIN : deactivation
