time;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load_zP;NETWORK_Load_zQ;
4.200000;0.525088;0.165436;1.000000;1.000000;
4.300000;0.525088;0.165436;1.000000;1.000000;
4.400000;0.525088;0.165436;1.000000;1.000000;
4.500000;0.525088;0.165436;1.000000;1.000000;
4.600000;0.525088;0.165436;1.000000;1.000000;
4.700000;0.525088;0.165436;1.000000;1.000000;
4.800000;0.525088;0.165436;1.000000;1.000000;
4.900000;0.525088;0.165436;1.000000;1.000000;
5.000000;0.525088;0.165436;1.000000;1.000000;
5.100000;0.525088;0.165436;1.000000;1.000000;
5.200000;0.525088;0.165436;1.000000;1.000000;
5.300000;0.525088;0.165436;1.000000;1.000000;
5.400000;0.525088;0.165436;1.000000;1.000000;
5.500000;0.525088;0.165436;1.000000;1.000000;
5.600000;0.525088;0.165436;1.000000;1.000000;
5.700000;0.525088;0.165436;1.000000;1.000000;
5.800000;0.525088;0.165436;1.000000;1.000000;
5.900000;0.525088;0.165436;1.000000;1.000000;
6.000000;0.525088;0.165436;1.000000;1.000000;
6.100000;0.525088;0.165436;1.000000;1.000000;
6.200000;0.525088;0.165436;1.000000;1.000000;
6.300000;0.525088;0.165436;1.000000;1.000000;
6.400000;0.525088;0.165436;1.000000;1.000000;
6.500000;0.525088;0.165436;1.000000;1.000000;
6.600000;0.525088;0.165436;1.000000;1.000000;
6.700000;0.525088;0.165436;1.000000;1.000000;
6.800000;0.525088;0.165436;1.000000;1.000000;
6.900000;0.525088;0.165436;1.000000;1.000000;
7.000000;0.525088;0.165436;1.000000;1.000000;
7.100000;0.525088;0.165436;1.000000;1.000000;
7.200000;0.525088;0.165436;1.000000;1.000000;
7.300000;0.525088;0.165436;1.000000;1.000000;
7.400000;0.525088;0.165436;1.000000;1.000000;
7.500000;0.525088;0.165436;1.000000;1.000000;
7.600000;0.525088;0.165436;1.000000;1.000000;
7.700000;0.525088;0.165436;1.000000;1.000000;
7.800000;0.525088;0.165436;1.000000;1.000000;
7.900000;0.525088;0.165436;1.000000;1.000000;
8.000000;0.525088;0.165436;1.000000;1.000000;
8.100000;0.525088;0.165436;1.000000;1.000000;
8.200000;0.525088;0.165436;1.000000;1.000000;
8.300000;0.525088;0.165436;1.000000;1.000000;
8.400000;0.525088;0.165436;1.000000;1.000000;
8.500000;0.525088;0.165436;1.000000;1.000000;
8.600000;0.525088;0.165436;1.000000;1.000000;
8.700000;0.525088;0.165436;1.000000;1.000000;
8.800000;0.525088;0.165436;1.000000;1.000000;
8.900000;0.525088;0.165436;1.000000;1.000000;
9.000000;0.525088;0.165436;1.000000;1.000000;
9.100000;0.525088;0.165436;1.000000;1.000000;
9.200000;0.525088;0.165436;1.000000;1.000000;
9.300000;0.525088;0.165436;1.000000;1.000000;
9.400000;0.525088;0.165436;1.000000;1.000000;
9.500000;0.525088;0.165436;1.000000;1.000000;
9.600000;0.525088;0.165436;1.000000;1.000000;
9.700000;0.525088;0.165436;1.000000;1.000000;
9.800000;0.525088;0.165436;1.000000;1.000000;
9.900000;0.525088;0.165436;1.000000;1.000000;
10.000000;0.525088;0.165436;1.000000;1.000000;
10.000000;0.503831;0.152313;1.000000;1.000000;
10.100000;0.503849;0.152323;1.000045;1.000088;
10.200000;0.503865;0.152333;1.000090;1.000176;
10.300000;0.503882;0.152343;1.000135;1.000264;
10.400000;0.503899;0.152353;1.000180;1.000352;
10.500000;0.503916;0.152362;1.000224;1.000440;
10.600000;0.503933;0.152372;1.000269;1.000527;
10.700000;0.503950;0.152382;1.000314;1.000615;
10.800000;0.503966;0.152392;1.000359;1.000703;
10.900000;0.503983;0.152402;1.000403;1.000790;
11.000000;0.504000;0.152412;1.000448;1.000878;
11.100000;0.504017;0.152422;1.000492;1.000965;
11.200000;0.504033;0.152432;1.000537;1.001052;
11.300000;0.504050;0.152441;1.000581;1.001140;
11.400000;0.504067;0.152451;1.000626;1.001227;
11.500000;0.504083;0.152461;1.000670;1.001314;
11.600000;0.504100;0.152471;1.000715;1.001401;
11.700000;0.504117;0.152481;1.000759;1.001488;
11.800000;0.504133;0.152490;1.000804;1.001575;
11.900000;0.504150;0.152500;1.000848;1.001662;
12.000000;0.504167;0.152510;1.000892;1.001749;
12.100000;0.504183;0.152520;1.000936;1.001836;
12.200000;0.504200;0.152530;1.000981;1.001922;
12.300000;0.504217;0.152539;1.001025;1.002009;
12.400000;0.504233;0.152549;1.001069;1.002095;
12.500000;0.504250;0.152559;1.001113;1.002182;
12.600000;0.504266;0.152569;1.001157;1.002268;
12.700000;0.504283;0.152578;1.001201;1.002355;
12.800000;0.504299;0.152588;1.001245;1.002441;
12.900000;0.504316;0.152598;1.001289;1.002527;
13.000000;0.504332;0.152607;1.001333;1.002613;
13.100000;0.504349;0.152617;1.001377;1.002699;
13.200000;0.504365;0.152627;1.001421;1.002785;
13.300000;0.504382;0.152637;1.001464;1.002871;
13.400000;0.504398;0.152646;1.001508;1.002957;
13.500000;0.504414;0.152656;1.001552;1.003043;
13.600000;0.504431;0.152666;1.001596;1.003129;
13.700000;0.504447;0.152675;1.001639;1.003215;
13.800000;0.504464;0.152685;1.001683;1.003300;
13.900000;0.504480;0.152694;1.001727;1.003386;
14.000000;0.504496;0.152704;1.001770;1.003471;
14.100000;0.504513;0.152714;1.001814;1.003557;
14.200000;0.504529;0.152723;1.001857;1.003642;
14.300000;0.504545;0.152733;1.001901;1.003728;
14.400000;0.504562;0.152743;1.001944;1.003813;
14.500000;0.504578;0.152752;1.001988;1.003898;
14.600000;0.504594;0.152762;1.002031;1.003983;
14.700000;0.504610;0.152771;1.002074;1.004068;
14.800000;0.504627;0.152781;1.002118;1.004153;
14.900000;0.504643;0.152790;1.002161;1.004238;
15.000000;0.504659;0.152800;1.002204;1.004323;
15.100000;0.504675;0.152809;1.002247;1.004408;
15.200000;0.504691;0.152819;1.002290;1.004492;
15.300000;0.504708;0.152829;1.002334;1.004577;
15.400000;0.504724;0.152838;1.002377;1.004662;
15.500000;0.504740;0.152848;1.002420;1.004746;
15.600000;0.504756;0.152857;1.002463;1.004831;
15.700000;0.504772;0.152867;1.002506;1.004915;
15.800000;0.504788;0.152876;1.002549;1.005000;
15.900000;0.504804;0.152886;1.002592;1.005084;
16.000000;0.504821;0.152895;1.002634;1.005168;
16.100000;0.504837;0.152904;1.002677;1.005252;
16.200000;0.504853;0.152914;1.002720;1.005336;
16.300000;0.504869;0.152923;1.002763;1.005420;
16.400000;0.504885;0.152933;1.002806;1.005504;
16.500000;0.504901;0.152942;1.002848;1.005588;
16.600000;0.504917;0.152952;1.002891;1.005672;
16.700000;0.504933;0.152961;1.002934;1.005756;
16.800000;0.504949;0.152971;1.002976;1.005840;
16.900000;0.504965;0.152980;1.003019;1.005923;
17.000000;0.504981;0.152989;1.003061;1.006007;
17.100000;0.504997;0.152999;1.003104;1.006090;
17.200000;0.505012;0.153008;1.003146;1.006174;
17.300000;0.505028;0.153017;1.003189;1.006257;
17.400000;0.505044;0.153027;1.003231;1.006341;
17.500000;0.505060;0.153036;1.003274;1.006424;
17.600000;0.505076;0.153046;1.003316;1.006507;
17.700000;0.505092;0.153055;1.003358;1.006590;
17.800000;0.505108;0.153064;1.003401;1.006673;
17.900000;0.505124;0.153074;1.003443;1.006756;
18.000000;0.505139;0.153083;1.003485;1.006839;
18.100000;0.505155;0.153092;1.003527;1.006922;
18.200000;0.505171;0.153102;1.003569;1.007005;
18.300000;0.505187;0.153111;1.003611;1.007088;
18.400000;0.505203;0.153120;1.003654;1.007171;
18.500000;0.505218;0.153129;1.003696;1.007253;
18.600000;0.505234;0.153139;1.003738;1.007336;
18.700000;0.505250;0.153148;1.003780;1.007418;
18.800000;0.505265;0.153157;1.003822;1.007501;
18.900000;0.505281;0.153166;1.003863;1.007583;
19.000000;0.505297;0.153176;1.003905;1.007666;
19.100000;0.505313;0.153185;1.003947;1.007748;
19.200000;0.505328;0.153194;1.003989;1.007830;
19.300000;0.505344;0.153203;1.004031;1.007912;
19.400000;0.505359;0.153213;1.004073;1.007994;
19.500000;0.505375;0.153222;1.004114;1.008076;
19.600000;0.505391;0.153231;1.004156;1.008158;
19.700000;0.505406;0.153240;1.004198;1.008240;
19.800000;0.505422;0.153249;1.004239;1.008322;
19.900000;0.505437;0.153259;1.004281;1.008404;
20.000000;0.505453;0.153268;1.004322;1.008486;
20.100000;0.505469;0.153277;1.004364;1.008567;
20.200000;0.505484;0.153286;1.004405;1.008649;
20.300000;0.505500;0.153295;1.004447;1.008730;
20.400000;0.505515;0.153304;1.004488;1.008812;
20.500000;0.505531;0.153314;1.004530;1.008893;
20.600000;0.505546;0.153323;1.004571;1.008975;
20.700000;0.505562;0.153332;1.004612;1.009056;
20.800000;0.505577;0.153341;1.004654;1.009137;
20.900000;0.505592;0.153350;1.004695;1.009218;
21.000000;0.505608;0.153359;1.004736;1.009300;
21.100000;0.505623;0.153368;1.004777;1.009381;
21.200000;0.505639;0.153377;1.004818;1.009462;
21.300000;0.505654;0.153386;1.004859;1.009542;
21.400000;0.505670;0.153395;1.004901;1.009623;
21.500000;0.505685;0.153405;1.004942;1.009704;
21.600000;0.505700;0.153414;1.004983;1.009785;
21.700000;0.505716;0.153423;1.005024;1.009866;
21.800000;0.505731;0.153432;1.005065;1.009946;
21.900000;0.505746;0.153441;1.005106;1.010027;
22.000000;0.505762;0.153450;1.005146;1.010107;
22.100000;0.505777;0.153459;1.005187;1.010188;
22.200000;0.505792;0.153468;1.005228;1.010268;
22.300000;0.505807;0.153477;1.005269;1.010348;
22.400000;0.505823;0.153486;1.005310;1.010429;
22.500000;0.505838;0.153495;1.005350;1.010509;
22.600000;0.505853;0.153504;1.005391;1.010589;
22.700000;0.505868;0.153513;1.005432;1.010669;
22.800000;0.505884;0.153522;1.005472;1.010749;
22.900000;0.505899;0.153531;1.005513;1.010829;
23.000000;0.505914;0.153540;1.005554;1.010909;
23.100000;0.505929;0.153549;1.005594;1.010989;
23.200000;0.505944;0.153558;1.005635;1.011069;
23.300000;0.505959;0.153567;1.005675;1.011148;
23.400000;0.505974;0.153575;1.005716;1.011228;
23.500000;0.505990;0.153584;1.005756;1.011308;
23.600000;0.506005;0.153593;1.005796;1.011387;
23.700000;0.506020;0.153602;1.005837;1.011467;
23.800000;0.506035;0.153611;1.005877;1.011546;
23.900000;0.506050;0.153620;1.005917;1.011625;
24.000000;0.506065;0.153629;1.005958;1.011705;
24.100000;0.506080;0.153638;1.005998;1.011784;
24.200000;0.506095;0.153647;1.006038;1.011863;
24.300000;0.506110;0.153656;1.006078;1.011942;
24.400000;0.506125;0.153664;1.006118;1.012021;
24.500000;0.506140;0.153673;1.006158;1.012100;
24.600000;0.506155;0.153682;1.006198;1.012179;
24.700000;0.506170;0.153691;1.006238;1.012258;
24.800000;0.506185;0.153700;1.006278;1.012337;
24.900000;0.506200;0.153709;1.006318;1.012416;
25.000000;0.506215;0.153717;1.006358;1.012494;
25.100000;0.506230;0.153726;1.006398;1.012573;
25.200000;0.506245;0.153735;1.006438;1.012652;
25.300000;0.506260;0.153744;1.006478;1.012730;
25.400000;0.506274;0.153753;1.006518;1.012809;
25.500000;0.506289;0.153761;1.006558;1.012887;
25.600000;0.506304;0.153770;1.006597;1.012965;
25.700000;0.506319;0.153779;1.006637;1.013044;
25.800000;0.506334;0.153788;1.006677;1.013122;
25.900000;0.506349;0.153796;1.006716;1.013200;
26.000000;0.506364;0.153805;1.006756;1.013278;
26.100000;0.506378;0.153814;1.006796;1.013356;
26.200000;0.506393;0.153823;1.006835;1.013434;
26.300000;0.506408;0.153831;1.006875;1.013512;
26.400000;0.506423;0.153840;1.006914;1.013590;
26.500000;0.506437;0.153849;1.006954;1.013668;
26.600000;0.506452;0.153857;1.006993;1.013746;
26.700000;0.506467;0.153866;1.007032;1.013823;
26.800000;0.506482;0.153875;1.007072;1.013901;
26.900000;0.506496;0.153884;1.007111;1.013979;
27.000000;0.506511;0.153892;1.007150;1.014056;
27.100000;0.506526;0.153901;1.007190;1.014134;
27.200000;0.506540;0.153910;1.007229;1.014211;
27.300000;0.506555;0.153918;1.007268;1.014288;
27.400000;0.506570;0.153927;1.007307;1.014366;
27.500000;0.506584;0.153936;1.007347;1.014443;
27.600000;0.506599;0.153944;1.007386;1.014520;
27.700000;0.506613;0.153953;1.007425;1.014597;
27.800000;0.506628;0.153961;1.007464;1.014674;
27.900000;0.506643;0.153970;1.007503;1.014751;
28.000000;0.506657;0.153979;1.007542;1.014828;
28.100000;0.506672;0.153987;1.007581;1.014905;
28.200000;0.506686;0.153996;1.007620;1.014982;
28.300000;0.506701;0.154004;1.007659;1.015059;
28.400000;0.506715;0.154013;1.007698;1.015135;
28.500000;0.506730;0.154022;1.007736;1.015212;
28.600000;0.506744;0.154030;1.007775;1.015289;
28.700000;0.506759;0.154039;1.007814;1.015365;
28.800000;0.506773;0.154047;1.007853;1.015442;
28.900000;0.506788;0.154056;1.007892;1.015518;
29.000000;0.506802;0.154064;1.007930;1.015595;
29.100000;0.506817;0.154073;1.007969;1.015671;
29.200000;0.506831;0.154081;1.008007;1.015747;
29.300000;0.506845;0.154090;1.008046;1.015823;
29.400000;0.506860;0.154098;1.008085;1.015899;
29.500000;0.506874;0.154107;1.008123;1.015976;
29.600000;0.506889;0.154115;1.008162;1.016052;
29.700000;0.506903;0.154124;1.008200;1.016128;
29.800000;0.506917;0.154132;1.008239;1.016203;
29.900000;0.506932;0.154141;1.008277;1.016279;
30.000000;0.506946;0.154149;1.008315;1.016355;
30.100000;0.506960;0.154158;1.008354;1.016431;
30.200000;0.506975;0.154166;1.008392;1.016507;
30.300000;0.506989;0.154175;1.008430;1.016582;
30.400000;0.507003;0.154183;1.008469;1.016658;
30.500000;0.507018;0.154192;1.008507;1.016733;
30.600000;0.507032;0.154200;1.008545;1.016809;
30.700000;0.507046;0.154209;1.008583;1.016884;
30.800000;0.507060;0.154217;1.008621;1.016960;
30.900000;0.507074;0.154225;1.008660;1.017035;
31.000000;0.507089;0.154234;1.008698;1.017110;
31.100000;0.507103;0.154242;1.008736;1.017185;
31.200000;0.507117;0.154251;1.008774;1.017260;
31.300000;0.507131;0.154259;1.008812;1.017335;
31.400000;0.507145;0.154267;1.008850;1.017410;
31.500000;0.507160;0.154276;1.008888;1.017485;
31.600000;0.507174;0.154284;1.008926;1.017560;
31.700000;0.507188;0.154292;1.008963;1.017635;
31.800000;0.507202;0.154301;1.009001;1.017710;
31.900000;0.507216;0.154309;1.009039;1.017785;
32.000000;0.507230;0.154318;1.009077;1.017859;
32.100000;0.507244;0.154326;1.009115;1.017934;
32.200000;0.507258;0.154334;1.009152;1.018008;
32.300000;0.507272;0.154343;1.009190;1.018083;
32.400000;0.507286;0.154351;1.009228;1.018157;
32.500000;0.507301;0.154359;1.009265;1.018232;
32.600000;0.507315;0.154367;1.009303;1.018306;
32.700000;0.507329;0.154376;1.009341;1.018380;
32.800000;0.507343;0.154384;1.009378;1.018455;
32.900000;0.507357;0.154392;1.009416;1.018529;
33.000000;0.507371;0.154401;1.009453;1.018603;
33.100000;0.507385;0.154409;1.009491;1.018677;
33.200000;0.507398;0.154417;1.009528;1.018751;
33.300000;0.507412;0.154425;1.009565;1.018825;
33.400000;0.507426;0.154434;1.009603;1.018899;
33.500000;0.507440;0.154442;1.009640;1.018973;
33.600000;0.507454;0.154450;1.009677;1.019047;
33.700000;0.507468;0.154458;1.009715;1.019120;
33.800000;0.507482;0.154467;1.009752;1.019194;
33.900000;0.507496;0.154475;1.009789;1.019268;
34.000000;0.507510;0.154483;1.009826;1.019341;
34.100000;0.507524;0.154491;1.009864;1.019415;
34.200000;0.507537;0.154499;1.009901;1.019488;
34.300000;0.507551;0.154508;1.009938;1.019561;
34.400000;0.507565;0.154516;1.009975;1.019635;
34.500000;0.507579;0.154524;1.010012;1.019708;
34.600000;0.507593;0.154532;1.010049;1.019781;
34.700000;0.507607;0.154540;1.010086;1.019854;
34.800000;0.507620;0.154548;1.010123;1.019928;
34.900000;0.507637;0.154547;1.010160;1.019928;
35.000000;0.507653;0.154546;1.010197;1.019928;
35.100000;0.507669;0.154544;1.010234;1.019928;
35.200000;0.507685;0.154543;1.010270;1.019928;
35.300000;0.507701;0.154541;1.010307;1.019928;
35.400000;0.507718;0.154540;1.010344;1.019928;
35.500000;0.507734;0.154539;1.010381;1.019928;
35.600000;0.507750;0.154537;1.010417;1.019928;
35.700000;0.507766;0.154536;1.010454;1.019928;
35.800000;0.507782;0.154534;1.010491;1.019928;
35.900000;0.507798;0.154533;1.010527;1.019928;
36.000000;0.507814;0.154532;1.010564;1.019928;
36.100000;0.507830;0.154530;1.010600;1.019928;
36.200000;0.507846;0.154529;1.010637;1.019928;
36.300000;0.507862;0.154528;1.010673;1.019928;
36.400000;0.507879;0.154526;1.010710;1.019928;
36.500000;0.507895;0.154525;1.010746;1.019928;
36.600000;0.507911;0.154523;1.010782;1.019928;
36.700000;0.507926;0.154522;1.010819;1.019928;
36.800000;0.507942;0.154521;1.010855;1.019928;
36.900000;0.507958;0.154519;1.010891;1.019928;
37.000000;0.507974;0.154518;1.010927;1.019928;
37.100000;0.507990;0.154517;1.010964;1.019928;
37.200000;0.508006;0.154515;1.011000;1.019928;
37.300000;0.508022;0.154514;1.011036;1.019928;
37.400000;0.508038;0.154512;1.011072;1.019928;
37.500000;0.508054;0.154511;1.011108;1.019928;
37.600000;0.508070;0.154510;1.011144;1.019928;
37.700000;0.508085;0.154508;1.011180;1.019928;
37.800000;0.508101;0.154507;1.011216;1.019928;
37.900000;0.508117;0.154506;1.011252;1.019928;
38.000000;0.508133;0.154504;1.011288;1.019928;
38.100000;0.508149;0.154503;1.011324;1.019928;
38.200000;0.508164;0.154501;1.011359;1.019928;
38.300000;0.508180;0.154500;1.011395;1.019928;
38.400000;0.508196;0.154499;1.011431;1.019928;
38.500000;0.508212;0.154497;1.011467;1.019928;
38.600000;0.508227;0.154496;1.011502;1.019928;
38.700000;0.508243;0.154495;1.011538;1.019928;
38.800000;0.508259;0.154493;1.011574;1.019928;
38.900000;0.508274;0.154492;1.011609;1.019928;
39.000000;0.508290;0.154491;1.011645;1.019928;
39.100000;0.508306;0.154489;1.011680;1.019928;
39.200000;0.508321;0.154488;1.011716;1.019928;
39.300000;0.508337;0.154487;1.011751;1.019928;
39.400000;0.508352;0.154485;1.011787;1.019928;
39.500000;0.508368;0.154484;1.011822;1.019928;
39.600000;0.508383;0.154483;1.011857;1.019928;
39.700000;0.508399;0.154481;1.011893;1.019928;
39.800000;0.508414;0.154480;1.011928;1.019928;
39.900000;0.508430;0.154479;1.011963;1.019928;
40.000000;0.508445;0.154477;1.011998;1.019928;
40.100000;0.508461;0.154476;1.012034;1.019928;
40.200000;0.508476;0.154474;1.012069;1.019928;
40.300000;0.508492;0.154473;1.012104;1.019928;
40.400000;0.508507;0.154472;1.012139;1.019928;
40.500000;0.508523;0.154470;1.012174;1.019928;
40.600000;0.508538;0.154469;1.012209;1.019928;
40.700000;0.508553;0.154468;1.012244;1.019928;
40.800000;0.508569;0.154466;1.012279;1.019928;
40.900000;0.508584;0.154465;1.012314;1.019928;
41.000000;0.508600;0.154464;1.012349;1.019928;
41.100000;0.508615;0.154463;1.012384;1.019928;
41.200000;0.508630;0.154461;1.012418;1.019928;
41.300000;0.508645;0.154460;1.012453;1.019928;
41.400000;0.508661;0.154459;1.012488;1.019928;
41.500000;0.508676;0.154457;1.012523;1.019928;
41.600000;0.508691;0.154456;1.012557;1.019928;
41.700000;0.508707;0.154455;1.012592;1.019928;
41.800000;0.508722;0.154453;1.012627;1.019928;
41.900000;0.508737;0.154452;1.012661;1.019928;
42.000000;0.508752;0.154451;1.012696;1.019928;
42.100000;0.508767;0.154449;1.012730;1.019928;
42.200000;0.508783;0.154448;1.012765;1.019928;
42.300000;0.508798;0.154447;1.012799;1.019928;
42.400000;0.508813;0.154445;1.012834;1.019928;
42.500000;0.508828;0.154444;1.012868;1.019928;
42.600000;0.508843;0.154443;1.012903;1.019928;
42.700000;0.508858;0.154441;1.012937;1.019928;
42.800000;0.508873;0.154440;1.012971;1.019928;
42.900000;0.508888;0.154439;1.013006;1.019928;
43.000000;0.508903;0.154438;1.013040;1.019928;
43.100000;0.508918;0.154436;1.013074;1.019928;
43.200000;0.508933;0.154435;1.013108;1.019928;
43.300000;0.508948;0.154434;1.013142;1.019928;
43.400000;0.508963;0.154432;1.013176;1.019928;
43.500000;0.508978;0.154431;1.013211;1.019928;
43.600000;0.508993;0.154430;1.013245;1.019928;
43.700000;0.509008;0.154428;1.013279;1.019928;
43.800000;0.509023;0.154427;1.013313;1.019928;
43.900000;0.509038;0.154426;1.013347;1.019928;
44.000000;0.509053;0.154425;1.013380;1.019928;
44.100000;0.509068;0.154423;1.013414;1.019928;
44.200000;0.509083;0.154422;1.013448;1.019928;
44.300000;0.509098;0.154421;1.013482;1.019928;
44.400000;0.509113;0.154419;1.013516;1.019928;
44.500000;0.509128;0.154418;1.013550;1.019928;
44.600000;0.509142;0.154417;1.013583;1.019928;
44.700000;0.509157;0.154416;1.013617;1.019928;
44.800000;0.509172;0.154414;1.013651;1.019928;
44.900000;0.509187;0.154413;1.013684;1.019928;
45.000000;0.509202;0.154412;1.013718;1.019928;
45.100000;0.509216;0.154410;1.013752;1.019928;
45.200000;0.509231;0.154409;1.013785;1.019928;
45.300000;0.509246;0.154408;1.013819;1.019928;
45.400000;0.509260;0.154407;1.013852;1.019928;
45.500000;0.509275;0.154405;1.013886;1.019928;
45.600000;0.509290;0.154404;1.013919;1.019928;
45.700000;0.509305;0.154403;1.013953;1.019928;
45.800000;0.509319;0.154401;1.013986;1.019928;
45.900000;0.509334;0.154400;1.014019;1.019928;
46.000000;0.509348;0.154399;1.014053;1.019928;
46.100000;0.509363;0.154398;1.014086;1.019928;
46.200000;0.509378;0.154396;1.014119;1.019928;
46.300000;0.509392;0.154395;1.014152;1.019928;
46.400000;0.509407;0.154394;1.014185;1.019928;
46.500000;0.509421;0.154393;1.014219;1.019928;
46.600000;0.509436;0.154391;1.014252;1.019928;
46.700000;0.509451;0.154390;1.014285;1.019928;
46.800000;0.509465;0.154389;1.014318;1.019928;
46.900000;0.509480;0.154388;1.014351;1.019928;
47.000000;0.509494;0.154386;1.014384;1.019928;
47.100000;0.509509;0.154385;1.014417;1.019928;
47.200000;0.509523;0.154384;1.014450;1.019928;
47.300000;0.509537;0.154383;1.014483;1.019928;
47.400000;0.509552;0.154381;1.014516;1.019928;
47.500000;0.509566;0.154380;1.014548;1.019928;
47.600000;0.509581;0.154379;1.014581;1.019928;
47.700000;0.509595;0.154378;1.014614;1.019928;
47.800000;0.509610;0.154376;1.014647;1.019928;
47.900000;0.509624;0.154375;1.014679;1.019928;
48.000000;0.509638;0.154374;1.014712;1.019928;
48.100000;0.509653;0.154373;1.014745;1.019928;
48.200000;0.509667;0.154371;1.014777;1.019928;
48.300000;0.509681;0.154370;1.014810;1.019928;
48.400000;0.509696;0.154369;1.014843;1.019928;
48.500000;0.509710;0.154368;1.014875;1.019928;
48.600000;0.509724;0.154366;1.014908;1.019928;
48.700000;0.509738;0.154365;1.014940;1.019928;
48.800000;0.509753;0.154364;1.014973;1.019928;
48.900000;0.509767;0.154363;1.015005;1.019928;
49.000000;0.509781;0.154361;1.015037;1.019928;
49.100000;0.509795;0.154360;1.015070;1.019928;
49.200000;0.509810;0.154359;1.015102;1.019928;
49.300000;0.509824;0.154358;1.015134;1.019928;
49.400000;0.509838;0.154356;1.015167;1.019928;
49.500000;0.509852;0.154355;1.015199;1.019928;
49.600000;0.509866;0.154354;1.015231;1.019928;
49.700000;0.509880;0.154353;1.015263;1.019928;
49.800000;0.509895;0.154352;1.015295;1.019928;
49.900000;0.509909;0.154350;1.015328;1.019928;
50.000000;0.509923;0.154349;1.015360;1.019928;
50.100000;0.509937;0.154348;1.015392;1.019928;
50.200000;0.509951;0.154347;1.015424;1.019928;
50.300000;0.509965;0.154345;1.015456;1.019928;
50.400000;0.509979;0.154344;1.015488;1.019928;
50.500000;0.509993;0.154343;1.015520;1.019928;
50.600000;0.510007;0.154342;1.015552;1.019928;
50.700000;0.510021;0.154341;1.015583;1.019928;
50.800000;0.510035;0.154339;1.015615;1.019928;
50.900000;0.510049;0.154338;1.015647;1.019928;
51.000000;0.510063;0.154337;1.015679;1.019928;
51.100000;0.510077;0.154336;1.015711;1.019928;
51.200000;0.510091;0.154334;1.015742;1.019928;
51.300000;0.510105;0.154333;1.015774;1.019928;
51.400000;0.510119;0.154332;1.015806;1.019928;
51.500000;0.510133;0.154331;1.015837;1.019928;
51.600000;0.510146;0.154330;1.015869;1.019928;
51.700000;0.510160;0.154328;1.015901;1.019928;
51.800000;0.510174;0.154327;1.015932;1.019928;
51.900000;0.510188;0.154326;1.015964;1.019928;
52.000000;0.510202;0.154325;1.015995;1.019928;
52.100000;0.510216;0.154324;1.016027;1.019928;
52.200000;0.510229;0.154322;1.016058;1.019928;
52.300000;0.510243;0.154321;1.016090;1.019928;
52.400000;0.510257;0.154320;1.016121;1.019928;
52.500000;0.510271;0.154319;1.016152;1.019928;
52.600000;0.510284;0.154318;1.016184;1.019928;
52.700000;0.510298;0.154316;1.016215;1.019928;
52.800000;0.510312;0.154315;1.016246;1.019928;
52.900000;0.510326;0.154314;1.016277;1.019928;
53.000000;0.510339;0.154313;1.016309;1.019928;
53.100000;0.510353;0.154312;1.016340;1.019928;
53.200000;0.510367;0.154310;1.016371;1.019928;
