time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load_Pc;NETWORK_Load_Qc;NETWORK_Load_PRefPu_value;NETWORK_Load_QRefPu_value;NETWORK_Load_state;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load2_Pc;NETWORK_Load2_Qc;NETWORK_Load2_PRefPu_value;NETWORK_Load2_QRefPu_value;NETWORK_Load2_state;
5.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
6.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
7.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
8.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
9.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
10.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
11.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
12.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
