0.000000 | GEN____8_SM | PMIN : activation
0.000000 | Tap_changer | Tap-changer : above maximum allowed value
0.000000 | GEN____8_SM | PMIN : activation
0.000000 | Tap_changer | Tap-changer : above maximum allowed value
0.000000 | GEN____8_SM | PMIN : activation
0.000000 | Tap_changer | Tap-changer : above maximum allowed value
0.000000 | GEN____8_SM | PMIN : activation
0.000000 | Tap_changer | Tap-changer : above maximum allowed value
0.001060 | GEN____8_SM | PMIN : deactivation
0.007968 | GEN____3_SM | PMIN : activation
0.790385 | GEN____8_SM | PMIN : activation
0.956216 | GEN____3_SM | PMIN : deactivation
1.356174 | GEN____8_SM | PMIN : deactivation
19.999996 | Tap_changer | Tap-changer : below minimum allowed value
20.004413 | GEN____8_SM | PMIN : activation
20.014889 | GEN____6_SM | PMIN : activation
20.421662 | GEN____6_SM | PMIN : deactivation
20.449283 | GEN____3_SM | PMIN : activation
20.683613 | GEN____8_SM | PMIN : deactivation
20.707217 | GEN____6_SM | PMIN : activation
20.945924 | GEN____8_SM | PMIN : activation
79.999984 | Tap_changer | Tap position change (increment)
89.999982 | Tap_changer | Tap position change (increment)
