0.000000 | GEN____8_SM | PMIN : activation
0.030691 | GEN____3_SM | PMIN : activation
0.348405 | GEN____8_SM | PMIN : deactivation
0.828675 | GEN____3_SM | PMIN : deactivation
0.834701 | GEN____8_SM | PMIN : activation
1.905712 | GEN____8_SM | PMIN : deactivation
2.183867 | GEN____3_SM | PMIN : activation
2.338445 | GEN____8_SM | PMIN : activation
2.758086 | GEN____3_SM | PMIN : deactivation
4.999999 | FAULT | Fault (node) : beginning
4.999999 | GEN____1_SM | Voltage regulator : upper limit reached (Efd)
4.999999 | GEN____2_SM | Voltage regulator : upper limit reached (Efd)
4.999999 | GEN____1_SM | Voltage regulator : upper limit reached (Efd)
4.999999 | GEN____2_SM | Voltage regulator : upper limit reached (Efd)
4.999999 | GEN____8_SM | PMIN : deactivation
5.008155 | GEN____6_SM | Voltage regulator : upper limit reached (Efd)
5.094263 | GEN____6_SM | Voltage regulator : back to regulation
5.750006 | GEN____1_SM_Speed | Overspeed protection arming
5.850006 | GEN____1_SM_Speed | Overspeed protection tripped
5.850006 | GEN____1_SM | GENERATOR : disconnecting
5.850006 | GEN____1_SM_Speed | Overspeed protection tripped
5.850006 | GEN____1_SM | GENERATOR : disconnecting
5.850006 | GEN____1_SM_Speed | Overspeed protection tripped
5.999999 | FAULT | Fault (node) : end
5.999999 | GEN____2_SM | Voltage regulator : back to regulation
