time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_voltageRegulator_EfdPu;GEN____1_SM_generator_theta;GEN____1_SM_generator_thetaInternal_value;_BUS____7-BUS____8-1_AC_side1_Distance_distance_UMonitoredPu;_BUS____7-BUS____8-1_AC_side1_Distance_distance_PMonitoredPu;_BUS____7-BUS____8-1_AC_side1_Distance_distance_QMonitoredPu;_BUS____7-BUS____8-1_AC_side1_Distance_distance_lineState;
1.773488;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399466;-0.000667;40.003556;-0.011077;-0.003178;-16.651871;43.650365;25.024905;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773490;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399466;-0.000667;40.003556;-0.011077;-0.003178;-16.651871;43.650365;25.024905;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773494;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399466;-0.000667;40.003556;-0.011077;-0.003178;-16.651871;43.650365;25.024905;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773502;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399467;-0.000667;40.003555;-0.011077;-0.003178;-16.651871;43.650365;25.024905;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773518;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399468;-0.000667;40.003554;-0.011077;-0.003178;-16.651871;43.650365;25.024905;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773550;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399471;-0.000667;40.003553;-0.011078;-0.003178;-16.651872;43.650366;25.024906;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773614;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399476;-0.000667;40.003549;-0.011080;-0.003178;-16.651872;43.650367;25.024907;12.847212;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773742;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399488;-0.000667;40.003542;-0.011084;-0.003178;-16.651873;43.650368;25.024908;12.847213;17.547328;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.773998;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399510;-0.000666;40.003528;-0.011091;-0.003178;-16.651874;43.650372;25.024911;12.847213;17.547327;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.774510;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399554;-0.000666;40.003501;-0.011106;-0.003178;-16.651877;43.650379;25.024918;12.847215;17.547327;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.775534;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399643;-0.000665;40.003446;-0.011135;-0.003178;-16.651882;43.650393;25.024930;12.847217;17.547326;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.777582;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.399820;-0.000663;40.003337;-0.011192;-0.003178;-16.651893;43.650421;25.024954;12.847222;17.547324;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194832;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.781678;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.400168;-0.000659;40.003121;-0.011304;-0.003180;-16.651914;43.650476;25.025002;12.847231;17.547320;1.058869;1.070232;1.048790;1.011508;1.096344;1.435749;1.269123;1.112194;1.460087;1.194833;0.309603;0.309631;1.061544;0.000032;-0.170907;2.000000;
1.789870;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.400844;-0.000648;40.002696;-0.011518;-0.003185;-16.651956;43.650584;25.025095;12.847249;17.547313;1.058869;1.070232;1.048790;1.011508;1.096344;1.435748;1.269124;1.112194;1.460087;1.194834;0.309604;0.309632;1.061544;0.000032;-0.170907;2.000000;
1.806254;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089904;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.402116;-0.000615;40.001883;-0.011909;-0.003203;-16.652035;43.650788;25.025266;12.847283;17.547298;1.058869;1.070232;1.048790;1.011508;1.096344;1.435748;1.269125;1.112195;1.460086;1.194835;0.309605;0.309632;1.061544;0.000032;-0.170907;2.000000;
1.839022;1.060012;1.045055;1.010006;1.017726;1.019582;1.070232;1.061544;1.089903;1.056013;1.051092;1.057074;1.055411;1.050599;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.404300;-0.000516;40.000435;-0.012535;-0.003273;-16.652172;43.651139;25.025548;12.847339;17.547268;1.058869;1.070232;1.048790;1.011508;1.096343;1.435747;1.269126;1.112196;1.460085;1.194838;0.309607;0.309633;1.061544;0.000033;-0.170907;2.000000;
1.904558;1.060012;1.045054;1.010006;1.017726;1.019582;1.070232;1.061543;1.089903;1.056013;1.051092;1.057074;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.407112;-0.000232;39.998384;-0.013168;-0.003505;-16.652342;43.651597;25.025866;12.847411;17.547208;1.058869;1.070232;1.048790;1.011508;1.096343;1.435746;1.269128;1.112196;1.460083;1.194843;0.309610;0.309635;1.061543;0.000035;-0.170906;2.000000;
1.905712;1.060012;1.045054;1.010006;1.017726;1.019582;1.070232;1.061543;1.089903;1.056013;1.051092;1.057074;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.407144;-0.000228;39.998357;-0.013172;-0.003509;-16.652344;43.651602;25.025869;12.847412;17.547207;1.058869;1.070232;1.048790;1.011508;1.096343;1.435746;1.269128;1.112196;1.460083;1.194843;0.309610;0.309635;1.061543;0.000035;-0.170906;2.000000;
1.905712;1.060012;1.045054;1.010006;1.017726;1.019582;1.070232;1.061543;1.089903;1.056013;1.051092;1.057074;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.407144;-0.000228;39.998357;-0.013172;-0.003509;-16.652344;43.651602;25.025869;12.847412;17.547207;1.058869;1.070232;1.048790;1.011508;1.096343;1.435746;1.269128;1.112196;1.460083;1.194843;0.309610;0.309635;1.061543;0.000035;-0.170906;2.000000;
1.905712;1.060012;1.045054;1.010006;1.017726;1.019582;1.070232;1.061543;1.089903;1.056013;1.051092;1.057074;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.407144;-0.000228;39.998357;-0.013172;-0.003509;-16.652344;43.651602;25.025869;12.847412;17.547207;1.058869;1.070232;1.048790;1.011508;1.096343;1.435746;1.269128;1.112196;1.460083;1.194843;0.309610;0.309635;1.061543;0.000035;-0.170906;2.000000;
2.035630;1.060012;1.045055;1.010006;1.017726;1.019582;1.070233;1.061543;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.407019;0.000299;39.997471;-0.012163;-0.004055;-16.652266;43.651591;25.025591;12.847440;17.547077;1.058870;1.070233;1.048790;1.011508;1.096343;1.435742;1.269125;1.112192;1.460077;1.194849;0.309612;0.309637;1.061543;0.000041;-0.170905;2.000000;
2.183867;1.060012;1.045055;1.010007;1.017726;1.019583;1.070233;1.061543;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.402606;0.000529;39.998406;-0.008875;-0.004443;-16.651838;43.650901;25.024425;12.847415;17.546921;1.058870;1.070233;1.048790;1.011508;1.096343;1.435739;1.269119;1.112184;1.460072;1.194854;0.309609;0.309637;1.061543;0.000044;-0.170903;2.000000;
2.183867;1.060012;1.045055;1.010007;1.017726;1.019583;1.070233;1.061543;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.402606;0.000529;39.998406;-0.008875;-0.004443;-16.651838;43.650901;25.024425;12.847415;17.546921;1.058870;1.070233;1.048790;1.011508;1.096343;1.435739;1.269119;1.112184;1.460072;1.194854;0.309609;0.309637;1.061543;0.000044;-0.170903;2.000000;
2.183867;1.060012;1.045055;1.010007;1.017726;1.019583;1.070233;1.061543;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.402606;0.000529;39.998406;-0.008875;-0.004443;-16.651838;43.650901;25.024425;12.847415;17.546921;1.058870;1.070233;1.048790;1.011508;1.096343;1.435739;1.269119;1.112184;1.460072;1.194854;0.309609;0.309637;1.061543;0.000044;-0.170903;2.000000;
2.297774;1.060012;1.045055;1.010007;1.017727;1.019583;1.070233;1.061544;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.396107;0.000437;40.000544;-0.004797;-0.004573;-16.651264;43.649878;25.022914;12.847354;17.546794;1.058870;1.070233;1.048790;1.011509;1.096342;1.435737;1.269112;1.112176;1.460069;1.194856;0.309604;0.309636;1.061544;0.000046;-0.170902;2.000000;
2.338445;1.060012;1.045056;1.010007;1.017727;1.019583;1.070233;1.061544;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.394634;0.000433;40.000879;-0.003734;-0.004617;-16.651126;43.649651;25.022524;12.847343;17.546756;1.058870;1.070233;1.048790;1.011509;1.096342;1.435736;1.269111;1.112174;1.460068;1.194857;0.309603;0.309636;1.061544;0.000046;-0.170902;2.000000;
2.338445;1.060012;1.045056;1.010007;1.017727;1.019583;1.070233;1.061544;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.394634;0.000433;40.000879;-0.003734;-0.004617;-16.651126;43.649651;25.022524;12.847343;17.546756;1.058870;1.070233;1.048790;1.011509;1.096342;1.435736;1.269111;1.112174;1.460068;1.194857;0.309603;0.309636;1.061544;0.000046;-0.170902;2.000000;
2.338445;1.060012;1.045056;1.010007;1.017727;1.019583;1.070233;1.061544;1.089903;1.056013;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.394634;0.000433;40.000879;-0.003734;-0.004617;-16.651126;43.649651;25.022524;12.847343;17.546756;1.058870;1.070233;1.048790;1.011509;1.096342;1.435736;1.269111;1.112174;1.460068;1.194857;0.309603;0.309636;1.061544;0.000046;-0.170902;2.000000;
2.758086;1.060012;1.045056;1.010008;1.017727;1.019584;1.070233;1.061544;1.089903;1.056014;1.051092;1.057075;1.055413;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.382877;-0.000009;40.002114;0.005993;-0.004491;-16.649972;43.647928;25.018887;12.847262;17.546469;1.058870;1.070233;1.048791;1.011509;1.096342;1.435732;1.269101;1.112161;1.460064;1.194862;0.309591;0.309633;1.061544;0.000045;-0.170899;2.000000;
2.758086;1.060012;1.045056;1.010008;1.017727;1.019584;1.070233;1.061544;1.089903;1.056014;1.051092;1.057075;1.055413;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.382877;-0.000009;40.002114;0.005993;-0.004491;-16.649972;43.647928;25.018887;12.847262;17.546469;1.058870;1.070233;1.048791;1.011509;1.096342;1.435732;1.269101;1.112161;1.460064;1.194862;0.309591;0.309633;1.061544;0.000045;-0.170899;2.000000;
2.758086;1.060012;1.045056;1.010008;1.017727;1.019584;1.070233;1.061544;1.089903;1.056014;1.051092;1.057075;1.055413;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.382877;-0.000009;40.002114;0.005993;-0.004491;-16.649972;43.647928;25.018887;12.847262;17.546469;1.058870;1.070233;1.048791;1.011509;1.096342;1.435732;1.269101;1.112161;1.460064;1.194862;0.309591;0.309633;1.061544;0.000045;-0.170899;2.000000;
2.822062;1.060012;1.045056;1.010008;1.017727;1.019584;1.070233;1.061544;1.089903;1.056014;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.381637;-0.000141;40.001946;0.007276;-0.004380;-16.649839;43.647764;25.018395;12.847256;17.546442;1.058870;1.070233;1.048791;1.011509;1.096342;1.435732;1.269100;1.112160;1.460064;1.194863;0.309590;0.309632;1.061544;0.000044;-0.170899;2.000000;
3.870638;1.060012;1.045056;1.010007;1.017727;1.019583;1.070233;1.061544;1.089902;1.056013;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.388373;-0.000164;39.999975;0.002710;-0.004091;-16.650320;43.648910;25.019821;12.847382;17.546500;1.058870;1.070233;1.048790;1.011509;1.096342;1.435735;1.269109;1.112175;1.460069;1.194868;0.309596;0.309635;1.061544;0.000041;-0.170899;2.000000;
4.999999;1.060012;1.045056;1.010007;1.017727;1.019583;1.070233;1.061544;1.089902;1.056013;1.051092;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389472;-0.000134;40.000157;0.001507;-0.004085;-16.650467;43.649109;25.020237;12.847408;17.546511;1.058870;1.070233;1.048790;1.011508;1.096342;1.435736;1.269110;1.112177;1.460070;1.194868;0.309597;0.309636;1.061544;0.000041;-0.170900;2.000000;
4.999999;1.041281;1.013667;0.988385;0.869957;0.906319;0.934440;0.526605;0.001471;0.664443;0.706696;0.815262;0.902908;0.881060;0.744896;1.000000;1.000000;1.000000;1.000000;1.000000;215.322625;2.821727;22.336512;2.843038;0.755948;50.286499;132.192742;102.499929;79.589113;0.786757;1.045409;0.934440;1.025313;0.994670;0.297844;1.704961;1.738664;1.448939;4.175927;5.000000;0.309597;0.305993;0.526605;0.003253;1.571344;2.000000;
5.000000;1.041281;1.013667;0.988385;0.869957;0.906319;0.934440;0.526605;0.001471;0.664443;0.706696;0.815262;0.902907;0.881060;0.744896;1.000000;1.000000;1.000000;1.000000;1.000000;215.322604;2.821693;22.336524;2.843033;0.755947;50.286557;132.192734;102.499946;79.588970;0.786756;1.045409;0.934440;1.025313;0.994670;0.297844;1.704962;1.738666;1.448941;4.175933;5.000000;0.309597;0.305993;0.526605;0.003253;1.571343;2.000000;
5.000000;1.041281;1.013667;0.988385;0.869957;0.906319;0.934440;0.526605;0.001471;0.664443;0.706696;0.815262;0.902907;0.881060;0.744896;1.000000;1.000000;1.000000;1.000000;1.000000;215.322604;2.821693;22.336524;2.843033;0.755947;50.286557;132.192734;102.499946;79.588970;0.786756;1.045409;0.934440;1.025313;0.994670;0.297844;1.704962;1.738666;1.448941;4.175933;5.000000;0.309597;0.305993;0.526605;0.003253;1.571343;2.000000;
5.000000;1.041281;1.013667;0.988385;0.869957;0.906319;0.934440;0.526605;0.001471;0.664443;0.706696;0.815262;0.902907;0.881060;0.744896;1.000000;1.000000;1.000000;1.000000;1.000000;215.322604;2.821693;22.336524;2.843033;0.755947;50.286557;132.192734;102.499946;79.588970;0.786756;1.045409;0.934440;1.025313;0.994670;0.297844;1.704962;1.738666;1.448941;4.175933;5.000000;0.309597;0.305993;0.526605;0.003253;1.571343;2.000000;
5.000000;1.041281;1.013667;0.988385;0.869956;0.906319;0.934440;0.526605;0.001471;0.664443;0.706696;0.815262;0.902907;0.881060;0.744896;1.000000;1.000000;1.000000;1.000000;1.000000;215.322587;2.821665;22.336533;2.843030;0.755947;50.286607;132.192728;102.499960;79.588850;0.786755;1.045409;0.934440;1.025313;0.994670;0.297843;1.704962;1.738667;1.448941;4.175938;5.000000;0.309597;0.305993;0.526605;0.003253;1.571343;2.000000;
5.000001;1.041281;1.013667;0.988385;0.869956;0.906319;0.934439;0.526605;0.001471;0.664443;0.706696;0.815261;0.902907;0.881059;0.744895;1.000000;1.000000;1.000000;1.000000;1.000000;215.322549;2.821604;22.336555;2.843022;0.755945;50.286713;132.192713;102.499991;79.588586;0.786754;1.045409;0.934439;1.025312;0.994670;0.297843;1.704964;1.738669;1.448944;4.175949;5.000000;0.309597;0.305993;0.526605;0.003253;1.571342;2.000000;
5.000003;1.041281;1.013667;0.988385;0.869956;0.906318;0.934438;0.526605;0.001471;0.664442;0.706695;0.815260;0.902906;0.881058;0.744894;1.000000;1.000000;1.000000;1.000000;1.000000;215.322473;2.821482;22.336598;2.843006;0.755943;50.286926;132.192684;102.500053;79.588058;0.786752;1.045408;0.934438;1.025312;0.994670;0.297843;1.704967;1.738674;1.448948;4.175971;5.000000;0.309597;0.305993;0.526605;0.003253;1.571340;2.000000;
5.000007;1.041281;1.013666;0.988384;0.869955;0.906317;0.934436;0.526604;0.001471;0.664441;0.706694;0.815259;0.902904;0.881056;0.744893;1.000000;1.000000;1.000000;1.000000;1.000000;215.322321;2.821238;22.336683;2.842973;0.755938;50.287351;132.192624;102.500175;79.587002;0.786747;1.045408;0.934436;1.025312;0.994670;0.297842;1.704973;1.738684;1.448957;4.176015;5.000000;0.309597;0.305993;0.526604;0.003253;1.571336;2.000000;
5.000015;1.041280;1.013665;0.988383;0.869954;0.906316;0.934431;0.526603;0.001471;0.664439;0.706692;0.815255;0.902899;0.881052;0.744890;1.000000;1.000000;1.000000;1.000000;1.000000;215.322017;2.820749;22.336854;2.842908;0.755929;50.288203;132.192504;102.500420;79.584892;0.786737;1.045407;0.934431;1.025311;0.994669;0.297840;1.704986;1.738703;1.448974;4.176103;5.000000;0.309597;0.305993;0.526603;0.003253;1.571329;2.000000;
5.000031;1.041279;1.013663;0.988382;0.869951;0.906313;0.934423;0.526600;0.001471;0.664435;0.706687;0.815249;0.902891;0.881044;0.744885;1.000000;1.000000;1.000000;1.000000;1.000000;215.321409;2.819772;22.337197;2.842779;0.755909;50.289904;132.192266;102.500910;79.580673;0.786717;1.045406;0.934423;1.025309;0.994667;0.297835;1.705012;1.738742;1.449008;4.176278;5.000000;0.309597;0.305992;0.526600;0.003253;1.571314;2.000000;
5.000063;1.041276;1.013659;0.988378;0.869946;0.906306;0.934405;0.526595;0.001470;0.664428;0.706678;0.815235;0.902874;0.881028;0.744874;1.000000;1.000000;1.000000;1.000000;1.000000;215.320194;2.817821;22.337882;2.842518;0.755871;50.293303;132.191788;102.501888;79.572247;0.786677;1.045404;0.934405;1.025305;0.994664;0.297827;1.705062;1.738819;1.449077;4.176628;5.000000;0.309597;0.305992;0.526595;0.003253;1.571284;2.000000;
5.000127;1.041270;1.013651;0.988371;0.869935;0.906294;0.934370;0.526585;0.001470;0.664412;0.706659;0.815209;0.902841;0.880997;0.744851;1.000000;1.000000;1.000000;0.999999;0.999999;215.317769;2.813926;22.339252;2.841996;0.755794;50.300088;132.190827;102.503839;79.555439;0.786598;1.045399;0.934370;1.025297;0.994657;0.297811;1.705164;1.738974;1.449214;4.177327;5.000000;0.309597;0.305990;0.526585;0.003253;1.571225;2.000000;
5.000255;1.041259;1.013636;0.988357;0.869913;0.906269;0.934301;0.526565;0.001470;0.664381;0.706622;0.815156;0.902775;0.880933;0.744807;1.000000;1.000000;1.000000;0.999999;0.999998;215.312934;2.806173;22.341995;2.840943;0.755641;50.313602;132.188889;102.507713;79.522000;0.786441;1.045388;0.934301;1.025282;0.994643;0.297777;1.705367;1.739283;1.449487;4.178719;5.000000;0.309597;0.305986;0.526565;0.003252;1.571106;2.000000;
5.000511;1.041237;1.013605;0.988329;0.869870;0.906220;0.934163;0.526526;0.001470;0.664320;0.706548;0.815051;0.902644;0.880808;0.744720;1.000001;1.000001;1.000000;0.999998;0.999996;215.303330;2.790807;22.347491;2.838802;0.755335;50.340407;132.184948;102.515356;79.455824;0.786126;1.045368;0.934163;1.025251;0.994616;0.297711;1.705770;1.739897;1.450031;4.181475;5.000000;0.309597;0.305979;0.526526;0.003251;1.570872;2.000000;
5.001023;1.041192;1.013545;0.988274;0.869784;0.906123;0.933892;0.526449;0.001469;0.664200;0.706403;0.814846;0.902388;0.880563;0.744548;1.000001;1.000001;1.000000;0.999996;0.999993;215.284381;2.760624;22.358520;2.834382;0.754727;50.393138;132.176806;102.530233;79.326243;0.785500;1.045328;0.933892;1.025190;0.994562;0.297579;1.706569;1.741112;1.451111;4.186882;5.000000;0.309598;0.305966;0.526449;0.003250;1.570410;2.000000;
5.002047;1.041105;1.013426;0.988166;0.869618;0.905936;0.933372;0.526299;0.001468;0.663969;0.706123;0.814450;0.901894;0.880091;0.744217;1.000003;1.000003;1.000000;0.999992;0.999986;215.247509;2.702386;22.380734;2.825010;0.753522;50.495160;132.159531;102.558388;79.077899;0.784263;1.045250;0.933372;1.025071;0.994456;0.297318;1.708136;1.743492;1.453231;4.197286;5.000000;0.309598;0.305938;0.526299;0.003246;1.569518;2.000000;
5.004095;1.040939;1.013198;0.987957;0.869306;0.905583;0.932410;0.526019;0.001466;0.663539;0.705604;0.813718;0.900980;0.879218;0.743603;1.000005;1.000005;0.999999;0.999984;0.999972;215.177799;2.593887;22.425823;2.804245;0.751165;50.686011;132.121332;102.608638;78.622449;0.781846;1.045099;0.932410;1.024843;0.994251;0.296806;1.711151;1.748054;1.457321;4.216525;5.000000;0.309600;0.305884;0.526019;0.003240;1.567855;2.000000;
5.008191;1.040632;1.012783;0.987569;0.868753;0.904961;0.930773;0.525534;0.001463;0.662798;0.704714;0.812467;0.899424;0.877732;0.742554;1.000011;1.000010;0.999999;0.999970;0.999944;215.053930;2.404956;22.518840;2.755414;0.746642;51.019182;132.032604;102.687365;77.861588;0.777228;1.044820;0.930773;1.024424;0.993871;0.295818;1.716734;1.756431;1.464936;4.249261;5.000000;0.309610;0.305778;0.525534;0.003229;1.564970;2.000000;
5.016383;1.040113;1.012089;0.986900;0.867888;0.904003;0.928464;0.524813;0.001455;0.661721;0.703431;0.810690;0.897227;0.875630;0.741053;1.000022;1.000020;0.999998;0.999943;0.999888;214.863846;2.114796;22.717040;2.633562;0.738308;51.520447;131.820423;102.774351;76.839821;0.768787;1.044343;0.928464;1.023720;0.993211;0.293982;1.726281;1.770526;1.478117;4.295441;5.000000;0.309646;0.305575;0.524813;0.003209;1.560690;2.000000;
5.024575;1.039707;1.011557;0.986361;0.867301;0.903369;0.927240;0.524376;0.001449;0.661101;0.702711;0.809727;0.896058;0.874508;0.740226;1.000033;1.000030;0.999996;0.999919;0.999834;214.744966;1.915815;22.931782;2.484635;0.730844;51.834036;131.576988;102.785527;76.374368;0.761317;1.043963;0.927240;1.023173;0.992676;0.292320;1.733880;1.781454;1.488822;4.319937;5.000000;0.309706;0.305383;0.524376;0.003194;1.558097;2.000000;
5.032767;1.039396;1.011164;0.985933;0.866936;0.902992;0.926855;0.524160;0.001444;0.660839;0.702429;0.809396;0.895685;0.874146;0.739923;1.000043;1.000040;0.999995;0.999896;0.999780;214.689773;1.778883;23.162831;2.314564;0.724154;51.999317;131.319546;102.742545;76.335709;0.754713;1.043667;0.926855;1.022761;0.992248;0.290818;1.739796;1.789693;1.497379;4.327636;5.000000;0.309790;0.305202;0.524160;0.003181;1.556827;2.000000;
