"time","Unit.measurements.UPu","Unit.measurements.PPu","Unit.measurements.QPu"
0.375,1,1,0.3
0.376,1,1,0.3
0.377,1,1,0.3
0.378,1,1,0.3
0.379,1,1,0.3
0.38,1,1,0.3
0.381,1,1,0.3
0.382,1,1,0.3
0.383,1,1,0.3
0.384,1,1,0.3
0.385,1,1,0.3
0.386,1,1,0.3
0.387,1,1,0.3
0.388,1,1,0.3
0.389,1,1,0.3
0.39,1,1,0.3
0.391,1,1,0.3
0.392,1,1,0.3
0.393,1,1,0.3
0.394,1,1,0.3
0.395,1,1,0.3
0.396,1,1,0.3
0.397,1,1,0.3
0.398,1,1,0.3
0.399,1,1,0.3
0.4,1,1,0.3
0.401,1,1,0.3
0.402,1,1,0.3
0.403,1,1,0.3
0.404,1,1,0.3
0.405,1,1,0.3
0.406,1,1,0.3
0.407,1,1,0.3
0.408,1,1,0.3
0.409,1,1,0.3
0.41,1,1,0.3
0.411,1,1,0.3
0.412,1,1,0.3
0.413,1,1,0.3
0.414,1,1,0.3
0.415,1,1,0.3
0.416,1,1,0.3
0.417,1,1,0.3
0.418,1,1,0.3
0.419,1,1,0.3
0.42,1,1,0.3
0.421,1,1,0.3
0.422,1,1,0.3
0.423,1,1,0.3
0.424,1,1,0.3
0.425,1,1,0.3
0.426,1,1,0.3
0.427,1,1,0.3
0.428,1,1,0.3
0.429,1,1,0.3
0.43,1,1,0.3
0.431,1,1,0.3
0.432,1,1,0.3
0.433,1,1,0.3
0.434,1,1,0.3
0.435,1,1,0.3
0.436,1,1,0.3
0.437,1,1,0.3
0.438,1,1,0.3
0.439,1,1,0.3
0.44,1,1,0.3
0.441,1,1,0.3
0.442,1,1,0.3
0.443,1,1,0.3
0.444,1,1,0.3
0.445,1,1,0.3
0.446,1,1,0.3
0.447,1,1,0.3
0.448,1,1,0.3
0.449,1,1,0.3
0.45,1,1,0.3
0.451,1,1,0.3
0.452,1,1,0.3
0.453,1,1,0.3
0.454,1,1,0.3
0.455,1,1,0.3
0.456,1,1,0.3
0.457,1,1,0.3
0.458,1,1,0.3
0.459,1,1,0.3
0.46,1,1,0.3
0.461,1,1,0.3
0.462,1,1,0.3
0.463,1,1,0.3
0.464,1,1,0.3
0.465,1,1,0.3
0.466,1,1,0.3
0.467,1,1,0.3
0.468,1,1,0.3
0.469,1,1,0.3
0.47,1,1,0.3
0.471,1,1,0.3
0.472,1,1,0.3
0.473,1,1,0.3
0.474,1,1,0.3
0.475,1,1,0.3
0.476,1,1,0.3
0.477,1,1,0.3
0.478,1,1,0.3
0.479,1,1,0.3
0.48,1,1,0.3
0.481,1,1,0.3
0.482,1,1,0.3
0.483,1,1,0.3
0.484,1,1,0.3
0.485,1,1,0.3
0.486,1,1,0.3
