0.000000 | GEN____8_SM | PMIN : activation
0.030691 | GEN____3_SM | PMIN : activation
0.348405 | GEN____8_SM | PMIN : deactivation
0.828675 | GEN____3_SM | PMIN : deactivation
0.834701 | GEN____8_SM | PMIN : activation
1.905712 | GEN____8_SM | PMIN : deactivation
2.183867 | GEN____3_SM | PMIN : activation
2.338445 | GEN____8_SM | PMIN : activation
2.758086 | GEN____3_SM | PMIN : deactivation
5.354659 | GEN____8_SM | PMIN : deactivation
19.999996 | _BUS____9-BUS___10-1_AC | LINE : opening on side 2
19.999996 | PhaseShifter | Phase-shifter : above maximum allowed value
20.000036 | GEN____8_SM | PMIN : activation
20.008817 | GEN____3_SM | PMIN : activation
20.420363 | GEN____6_SM | PMIN : activation
20.468554 | GEN____8_SM | PMIN : deactivation
20.730314 | GEN____3_SM | PMIN : deactivation
20.750504 | GEN____6_SM | PMIN : deactivation
20.978424 | GEN____8_SM | PMIN : activation
21.227306 | GEN____6_SM | PMIN : activation
21.478946 | GEN____8_SM | PMIN : deactivation
21.553245 | GEN____6_SM | PMIN : deactivation
29.999994 | PhaseShifter | Tap -1
30.507332 | GEN____6_SM | PMIN : activation
30.766467 | GEN____8_SM | PMIN : activation
30.785752 | GEN____6_SM | PMIN : deactivation
31.053643 | GEN____8_SM | PMIN : deactivation
31.419210 | GEN____6_SM | PMIN : activation
31.555622 | GEN____6_SM | PMIN : deactivation
31.778309 | GEN____8_SM | PMIN : activation
31.955638 | GEN____8_SM | PMIN : deactivation
34.999993 | PhaseShifter | Tap -1
35.029389 | PhaseShifter | Phase-shifter : above maximum allowed value
35.513856 | GEN____6_SM | PMIN : activation
35.752607 | GEN____6_SM | PMIN : deactivation
35.869774 | GEN____8_SM | PMIN : activation
35.942660 | GEN____8_SM | PMIN : deactivation
45.029387 | PhaseShifter | Tap -1
45.029387 | PhaseShifter | Phase-shifter : below minimum allowed value
45.171725 | PhaseShifter | Phase-shifter : above maximum allowed value
45.550456 | GEN____6_SM | PMIN : activation
45.775086 | GEN____6_SM | PMIN : deactivation
55.171723 | PhaseShifter | Tap -1
55.171723 | PhaseShifter | Phase-shifter : below minimum allowed value
55.497682 | PhaseShifter | Phase-shifter : above maximum allowed value
55.699985 | GEN____6_SM | PMIN : activation
55.911053 | GEN____6_SM | PMIN : deactivation
