time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load2_zP;NETWORK_Load2_zQ;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load3_state;
211.000000;1.332941;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271577;0.184349;1.019921;1.040020;0.052876;-0.168105;-0.046665;0.230215;1.000000;0.000000;1.332941;-6.001826;0.050000;0.020000;2.000000;
212.000000;1.332927;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271584;0.184359;1.019962;1.040103;0.052883;-0.168098;-0.046673;0.230205;1.000000;0.000000;1.332927;-6.002473;0.050000;0.020000;2.000000;
213.000000;1.332912;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271592;0.184370;1.020002;1.040185;0.052891;-0.168090;-0.046680;0.230194;1.000000;0.000000;1.332912;-6.003114;0.050000;0.020000;2.000000;
214.000000;1.332898;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271600;0.184380;1.020042;1.040267;0.052898;-0.168083;-0.046688;0.230184;1.000000;0.000000;1.332898;-6.003750;0.050000;0.020000;2.000000;
215.000000;1.332884;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271607;0.184391;1.020081;1.040348;0.052905;-0.168076;-0.046695;0.230173;1.000000;0.000000;1.332884;-6.004382;0.050000;0.020000;2.000000;
216.000000;1.332869;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271615;0.184401;1.020120;1.040429;0.052912;-0.168069;-0.046703;0.230163;1.000000;0.000000;1.332869;-6.005008;0.050000;0.020000;2.000000;
217.000000;1.332855;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271622;0.184411;1.020159;1.040508;0.052920;-0.168062;-0.046711;0.230153;1.000000;0.000000;1.332855;-6.005630;0.050000;0.020000;2.000000;
218.000000;1.332841;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271630;0.184422;1.020198;1.040588;0.052927;-0.168055;-0.046718;0.230142;1.000000;0.000000;1.332841;-6.006246;0.050000;0.020000;2.000000;
219.000000;1.332827;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271637;0.184432;1.020236;1.040666;0.052934;-0.168048;-0.046725;0.230132;1.000000;0.000000;1.332827;-6.006858;0.050000;0.020000;2.000000;
220.000000;1.332814;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271645;0.184442;1.020274;1.040744;0.052941;-0.168041;-0.046733;0.230122;1.000000;0.000000;1.332814;-6.007465;0.050000;0.020000;2.000000;
221.000000;1.332800;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271652;0.184452;1.020312;1.040822;0.052948;-0.168034;-0.046740;0.230112;1.000000;0.000000;1.332800;-6.008067;0.050000;0.020000;2.000000;
222.000000;1.332786;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271659;0.184461;1.020349;1.040899;0.052955;-0.168028;-0.046747;0.230102;1.000000;0.000000;1.332786;-6.008665;0.050000;0.020000;2.000000;
223.000000;1.332773;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271666;0.184471;1.020386;1.040975;0.052961;-0.168021;-0.046754;0.230093;1.000000;0.000000;1.332773;-6.009257;0.050000;0.020000;2.000000;
224.000000;1.332760;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271673;0.184481;1.020423;1.041051;0.052968;-0.168014;-0.046761;0.230083;1.000000;0.000000;1.332760;-6.009846;0.050000;0.020000;2.000000;
225.000000;1.332746;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271680;0.184491;1.020459;1.041126;0.052975;-0.168008;-0.046768;0.230073;1.000000;0.000000;1.332746;-6.010429;0.050000;0.020000;2.000000;
226.000000;1.332733;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271687;0.184500;1.020496;1.041201;0.052982;-0.168001;-0.046775;0.230064;1.000000;0.000000;1.332733;-6.011008;0.050000;0.020000;2.000000;
227.000000;1.332720;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271694;0.184510;1.020532;1.041275;0.052988;-0.167994;-0.046782;0.230054;1.000000;0.000000;1.332720;-6.011583;0.050000;0.020000;2.000000;
228.000000;1.332707;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271701;0.184519;1.020567;1.041348;0.052995;-0.167988;-0.046789;0.230045;1.000000;0.000000;1.332707;-6.012153;0.050000;0.020000;2.000000;
229.000000;1.332694;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271708;0.184529;1.020603;1.041421;0.053001;-0.167982;-0.046796;0.230035;1.000000;0.000000;1.332694;-6.012718;0.050000;0.020000;2.000000;
230.000000;1.332682;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271714;0.184538;1.020638;1.041493;0.053008;-0.167975;-0.046803;0.230026;1.000000;0.000000;1.332682;-6.013279;0.050000;0.020000;2.000000;
231.000000;1.332669;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271721;0.184547;1.020673;1.041565;0.053014;-0.167969;-0.046809;0.230017;1.000000;0.000000;1.332669;-6.013836;0.050000;0.020000;2.000000;
232.000000;1.332657;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271728;0.184556;1.020707;1.041636;0.053020;-0.167963;-0.046816;0.230008;1.000000;0.000000;1.332657;-6.014388;0.050000;0.020000;2.000000;
233.000000;1.332644;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271734;0.184565;1.020741;1.041707;0.053027;-0.167956;-0.046822;0.229999;1.000000;0.000000;1.332644;-6.014936;0.050000;0.020000;2.000000;
234.000000;1.332632;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271741;0.184574;1.020776;1.041777;0.053033;-0.167950;-0.046829;0.229990;1.000000;0.000000;1.332632;-6.015480;0.050000;0.020000;2.000000;
235.000000;1.332620;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271747;0.184583;1.020809;1.041847;0.053039;-0.167944;-0.046836;0.229981;1.000000;0.000000;1.332620;-6.016019;0.050000;0.020000;2.000000;
236.000000;1.332607;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271754;0.184592;1.020843;1.041916;0.053045;-0.167938;-0.046842;0.229972;1.000000;0.000000;1.332607;-6.016554;0.050000;0.020000;2.000000;
237.000000;1.332595;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271760;0.184601;1.020876;1.041984;0.053051;-0.167932;-0.046848;0.229963;1.000000;0.000000;1.332595;-6.017085;0.050000;0.020000;2.000000;
238.000000;1.332583;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271767;0.184610;1.020909;1.042052;0.053058;-0.167926;-0.046855;0.229954;1.000000;0.000000;1.332583;-6.017612;0.050000;0.020000;2.000000;
239.000000;1.332571;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271773;0.184618;1.020942;1.042120;0.053064;-0.167920;-0.046861;0.229946;1.000000;0.000000;1.332571;-6.018135;0.050000;0.020000;2.000000;
240.000000;1.332560;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271779;0.184627;1.020974;1.042187;0.053070;-0.167914;-0.046867;0.229937;1.000000;0.000000;1.332560;-6.018653;0.050000;0.020000;2.000000;
241.000000;1.332548;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271785;0.184635;1.021006;1.042253;0.053075;-0.167908;-0.046873;0.229929;1.000000;0.000000;1.332548;-6.019168;0.050000;0.020000;2.000000;
242.000000;1.332536;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271791;0.184644;1.021038;1.042319;0.053081;-0.167902;-0.046880;0.229920;1.000000;0.000000;1.332536;-6.019679;0.050000;0.020000;2.000000;
243.000000;1.332525;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271798;0.184652;1.021070;1.042385;0.053087;-0.167897;-0.046886;0.229912;1.000000;0.000000;1.332525;-6.020185;0.050000;0.020000;2.000000;
244.000000;1.332513;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271804;0.184661;1.021102;1.042450;0.053093;-0.167891;-0.046892;0.229903;1.000000;0.000000;1.332513;-6.020688;0.050000;0.020000;2.000000;
245.000000;1.332502;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271810;0.184669;1.021133;1.042514;0.053099;-0.167885;-0.046898;0.229895;1.000000;0.000000;1.332502;-6.021186;0.050000;0.020000;2.000000;
246.000000;1.332491;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271816;0.184677;1.021164;1.042578;0.053104;-0.167880;-0.046904;0.229887;1.000000;0.000000;1.332491;-6.021681;0.050000;0.020000;2.000000;
247.000000;1.332480;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271821;0.184685;1.021195;1.042642;0.053110;-0.167874;-0.046910;0.229879;1.000000;0.000000;1.332480;-6.022172;0.050000;0.020000;2.000000;
248.000000;1.332468;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271827;0.184693;1.021225;1.042705;0.053116;-0.167868;-0.046915;0.229871;1.000000;0.000000;1.332468;-6.022659;0.050000;0.020000;2.000000;
249.000000;1.332457;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271833;0.184701;1.021255;1.042767;0.053121;-0.167863;-0.046921;0.229863;1.000000;0.000000;1.332457;-6.023142;0.050000;0.020000;2.000000;
250.000000;1.332446;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271839;0.184709;1.021285;1.042829;0.053127;-0.167857;-0.046927;0.229855;1.000000;0.000000;1.332446;-6.023622;0.050000;0.020000;2.000000;
251.000000;1.332436;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271845;0.184717;1.021315;1.042891;0.053132;-0.167852;-0.046933;0.229847;1.000000;0.000000;1.332436;-6.024097;0.050000;0.020000;2.000000;
252.000000;1.332425;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271850;0.184725;1.021345;1.042952;0.053138;-0.167847;-0.046938;0.229839;1.000000;0.000000;1.332425;-6.024569;0.050000;0.020000;2.000000;
253.000000;1.332414;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271856;0.184733;1.021374;1.043013;0.053143;-0.167841;-0.046944;0.229831;1.000000;0.000000;1.332414;-6.025038;0.050000;0.020000;2.000000;
254.000000;1.332404;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271862;0.184741;1.021403;1.043073;0.053148;-0.167836;-0.046950;0.229823;1.000000;0.000000;1.332404;-6.025502;0.050000;0.020000;2.000000;
255.000000;1.332393;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271867;0.184748;1.021432;1.043132;0.053154;-0.167831;-0.046955;0.229816;1.000000;0.000000;1.332393;-6.025963;0.050000;0.020000;2.000000;
256.000000;1.332383;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271873;0.184756;1.021461;1.043192;0.053159;-0.167826;-0.046961;0.229808;1.000000;0.000000;1.332383;-6.026421;0.050000;0.020000;2.000000;
257.000000;1.332372;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271878;0.184763;1.021489;1.043251;0.053164;-0.167820;-0.046966;0.229801;1.000000;0.000000;1.332372;-6.026874;0.050000;0.020000;2.000000;
258.000000;1.332362;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271883;0.184771;1.021518;1.043309;0.053169;-0.167815;-0.046972;0.229793;1.000000;0.000000;1.332362;-6.027325;0.050000;0.020000;2.000000;
259.000000;1.332352;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271889;0.184778;1.021546;1.043367;0.053174;-0.167810;-0.046977;0.229786;1.000000;0.000000;1.332352;-6.027771;0.050000;0.020000;2.000000;
260.000000;1.332342;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271894;0.184786;1.021573;1.043424;0.053180;-0.167805;-0.046982;0.229778;1.000000;0.000000;1.332342;-6.028215;0.050000;0.020000;2.000000;
261.000000;1.332332;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271899;0.184793;1.021601;1.043481;0.053185;-0.167800;-0.046988;0.229771;1.000000;0.000000;1.332332;-6.028654;0.050000;0.020000;2.000000;
262.000000;1.332322;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271905;0.184800;1.021628;1.043538;0.053190;-0.167795;-0.046993;0.229764;1.000000;0.000000;1.332322;-6.029091;0.050000;0.020000;2.000000;
263.000000;1.332312;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271910;0.184807;1.021655;1.043594;0.053195;-0.167790;-0.046998;0.229757;1.000000;0.000000;1.332312;-6.029524;0.050000;0.020000;2.000000;
264.000000;1.332302;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271915;0.184815;1.021682;1.043650;0.053200;-0.167785;-0.047003;0.229749;1.000000;0.000000;1.332302;-6.029953;0.050000;0.020000;2.000000;
265.000000;1.332292;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271920;0.184822;1.021709;1.043705;0.053204;-0.167780;-0.047008;0.229742;1.000000;0.000000;1.332292;-6.030380;0.050000;0.020000;2.000000;
266.000000;1.332283;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271925;0.184829;1.021736;1.043760;0.053209;-0.167776;-0.047013;0.229735;1.000000;0.000000;1.332283;-6.030802;0.050000;0.020000;2.000000;
267.000000;1.332273;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271930;0.184836;1.021762;1.043815;0.053214;-0.167771;-0.047018;0.229728;1.000000;0.000000;1.332273;-6.031222;0.050000;0.020000;2.000000;
268.000000;1.332264;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271935;0.184843;1.021788;1.043869;0.053219;-0.167766;-0.047023;0.229721;1.000000;0.000000;1.332264;-6.031638;0.050000;0.020000;2.000000;
269.000000;1.332254;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271940;0.184850;1.021814;1.043923;0.053224;-0.167761;-0.047028;0.229714;1.000000;0.000000;1.332254;-6.032051;0.050000;0.020000;2.000000;
270.000000;1.332245;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271945;0.184856;1.021840;1.043976;0.053228;-0.167757;-0.047033;0.229708;1.000000;0.000000;1.332245;-6.032461;0.050000;0.020000;2.000000;
271.000000;1.332235;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271950;0.184863;1.021865;1.044029;0.053233;-0.167752;-0.047038;0.229701;1.000000;0.000000;1.332235;-6.032868;0.050000;0.020000;2.000000;
272.000000;1.332226;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271955;0.184870;1.021891;1.044081;0.053238;-0.167747;-0.047043;0.229694;1.000000;0.000000;1.332226;-6.033271;0.050000;0.020000;2.000000;
273.000000;1.332217;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271960;0.184877;1.021916;1.044133;0.053242;-0.167743;-0.047048;0.229687;1.000000;0.000000;1.332217;-6.033671;0.050000;0.020000;2.000000;
274.000000;1.332208;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271965;0.184883;1.021941;1.044185;0.053247;-0.167738;-0.047053;0.229681;1.000000;0.000000;1.332208;-6.034069;0.050000;0.020000;2.000000;
275.000000;1.332199;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271969;0.184890;1.021965;1.044236;0.053251;-0.167734;-0.047057;0.229674;1.000000;0.000000;1.332199;-6.034463;0.050000;0.020000;2.000000;
276.000000;1.332190;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271974;0.184896;1.021990;1.044287;0.053256;-0.167729;-0.047062;0.229668;1.000000;0.000000;1.332190;-6.034854;0.050000;0.020000;2.000000;
277.000000;1.332181;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271979;0.184903;1.022014;1.044337;0.053260;-0.167725;-0.047067;0.229661;1.000000;0.000000;1.332181;-6.035242;0.050000;0.020000;2.000000;
278.000000;1.332172;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271983;0.184909;1.022038;1.044388;0.053265;-0.167720;-0.047071;0.229655;1.000000;0.000000;1.332172;-6.035626;0.050000;0.020000;2.000000;
279.000000;1.332164;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271988;0.184916;1.022062;1.044437;0.053269;-0.167716;-0.047076;0.229648;1.000000;0.000000;1.332164;-6.036008;0.050000;0.020000;2.000000;
280.000000;1.332155;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271992;0.184922;1.022086;1.044487;0.053274;-0.167712;-0.047081;0.229642;1.000000;0.000000;1.332155;-6.036387;0.050000;0.020000;2.000000;
281.000000;1.332146;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.271997;0.184928;1.022110;1.044536;0.053278;-0.167707;-0.047085;0.229636;1.000000;0.000000;1.332146;-6.036763;0.050000;0.020000;2.000000;
282.000000;1.332138;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272001;0.184934;1.022133;1.044584;0.053282;-0.167703;-0.047090;0.229630;1.000000;0.000000;1.332138;-6.037136;0.050000;0.020000;2.000000;
283.000000;1.332129;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272006;0.184941;1.022156;1.044632;0.053286;-0.167699;-0.047094;0.229623;1.000000;0.000000;1.332129;-6.037506;0.050000;0.020000;2.000000;
284.000000;1.332121;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272010;0.184947;1.022179;1.044680;0.053291;-0.167695;-0.047098;0.229617;1.000000;0.000000;1.332121;-6.037874;0.050000;0.020000;2.000000;
285.000000;1.332112;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272015;0.184953;1.022202;1.044728;0.053295;-0.167690;-0.047103;0.229611;1.000000;0.000000;1.332112;-6.038238;0.050000;0.020000;2.000000;
286.000000;1.332104;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272019;0.184959;1.022225;1.044775;0.053299;-0.167686;-0.047107;0.229605;1.000000;0.000000;1.332104;-6.038600;0.050000;0.020000;2.000000;
287.000000;1.332096;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272023;0.184965;1.022247;1.044822;0.053303;-0.167682;-0.047111;0.229599;1.000000;0.000000;1.332096;-6.038958;0.050000;0.020000;2.000000;
288.000000;1.332088;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272028;0.184971;1.022270;1.044868;0.053307;-0.167678;-0.047116;0.229593;1.000000;0.000000;1.332088;-6.039314;0.050000;0.020000;2.000000;
289.000000;1.332080;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272032;0.184977;1.022292;1.044914;0.053311;-0.167674;-0.047120;0.229587;1.000000;0.000000;1.332080;-6.039667;0.050000;0.020000;2.000000;
290.000000;1.332072;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272036;0.184983;1.022314;1.044960;0.053315;-0.167670;-0.047124;0.229581;1.000000;0.000000;1.332072;-6.040018;0.050000;0.020000;2.000000;
291.000000;1.332064;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272040;0.184988;1.022336;1.045005;0.053319;-0.167666;-0.047128;0.229576;1.000000;0.000000;1.332064;-6.040365;0.050000;0.020000;2.000000;
292.000000;1.332056;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272044;0.184994;1.022358;1.045050;0.053323;-0.167662;-0.047133;0.229570;1.000000;0.000000;1.332056;-6.040710;0.050000;0.020000;2.000000;
293.000000;1.332048;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272049;0.185000;1.022379;1.045095;0.053327;-0.167658;-0.047137;0.229564;1.000000;0.000000;1.332048;-6.041052;0.050000;0.020000;2.000000;
294.000000;1.332040;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272053;0.185006;1.022400;1.045139;0.053331;-0.167654;-0.047141;0.229558;1.000000;0.000000;1.332040;-6.041392;0.050000;0.020000;2.000000;
295.000000;1.332032;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272057;0.185011;1.022421;1.045183;0.053335;-0.167650;-0.047145;0.229553;1.000000;0.000000;1.332032;-6.041729;0.050000;0.020000;2.000000;
296.000000;1.332025;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272061;0.185017;1.022442;1.045227;0.053339;-0.167646;-0.047149;0.229547;1.000000;0.000000;1.332025;-6.042063;0.050000;0.020000;2.000000;
297.000000;1.332017;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272065;0.185022;1.022463;1.045270;0.053343;-0.167643;-0.047153;0.229542;1.000000;0.000000;1.332017;-6.042395;0.050000;0.020000;2.000000;
298.000000;1.332009;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272069;0.185028;1.022484;1.045313;0.053346;-0.167639;-0.047157;0.229536;1.000000;0.000000;1.332009;-6.042724;0.050000;0.020000;2.000000;
299.000000;1.332002;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272073;0.185033;1.022505;1.045356;0.053350;-0.167635;-0.047161;0.229531;1.000000;0.000000;1.332002;-6.043051;0.050000;0.020000;2.000000;
300.000000;1.331995;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272077;0.185039;1.022525;1.045398;0.053354;-0.167631;-0.047165;0.229525;1.000000;0.000000;1.331995;-6.043375;0.050000;0.020000;2.000000;
301.000000;1.331987;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272080;0.185044;1.022545;1.045440;0.053358;-0.167628;-0.047168;0.229520;1.000000;0.000000;1.331987;-6.043696;0.050000;0.020000;2.000000;
302.000000;1.331980;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272084;0.185049;1.022565;1.045482;0.053361;-0.167624;-0.047172;0.229514;1.000000;0.000000;1.331980;-6.044015;0.050000;0.020000;2.000000;
303.000000;1.331973;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272088;0.185055;1.022585;1.045524;0.053365;-0.167620;-0.047176;0.229509;1.000000;0.000000;1.331973;-6.044332;0.050000;0.020000;2.000000;
304.000000;1.331965;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272092;0.185060;1.022605;1.045565;0.053369;-0.167617;-0.047180;0.229504;1.000000;0.000000;1.331965;-6.044646;0.050000;0.020000;2.000000;
305.000000;1.331958;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272096;0.185065;1.022624;1.045605;0.053372;-0.167613;-0.047184;0.229499;1.000000;0.000000;1.331958;-6.044957;0.050000;0.020000;2.000000;
306.000000;1.331951;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272099;0.185070;1.022644;1.045646;0.053376;-0.167610;-0.047187;0.229493;1.000000;0.000000;1.331951;-6.045266;0.050000;0.020000;2.000000;
307.000000;1.331944;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272103;0.185076;1.022663;1.045686;0.053379;-0.167606;-0.047191;0.229488;1.000000;0.000000;1.331944;-6.045573;0.050000;0.020000;2.000000;
308.000000;1.331937;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272107;0.185081;1.022682;1.045726;0.053383;-0.167603;-0.047195;0.229483;1.000000;0.000000;1.331937;-6.045877;0.050000;0.020000;2.000000;
309.000000;1.331930;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272110;0.185086;1.022701;1.045765;0.053386;-0.167599;-0.047198;0.229478;1.000000;0.000000;1.331930;-6.046179;0.050000;0.020000;2.000000;
310.000000;1.331923;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272114;0.185091;1.022720;1.045805;0.053390;-0.167596;-0.047202;0.229473;1.000000;0.000000;1.331923;-6.046479;0.050000;0.020000;2.000000;
311.000000;1.331916;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272117;0.185096;1.022739;1.045844;0.053393;-0.167592;-0.047205;0.229468;1.000000;0.000000;1.331916;-6.046776;0.050000;0.020000;2.000000;
312.000000;1.331910;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272121;0.185101;1.022757;1.045882;0.053396;-0.167589;-0.047209;0.229463;1.000000;0.000000;1.331910;-6.047071;0.050000;0.020000;2.000000;
313.000000;1.331903;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272124;0.185106;1.022776;1.045921;0.053400;-0.167585;-0.047213;0.229458;1.000000;0.000000;1.331903;-6.047364;0.050000;0.020000;2.000000;
314.000000;1.331896;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272128;0.185111;1.022794;1.045959;0.053403;-0.167582;-0.047216;0.229453;1.000000;0.000000;1.331896;-6.047654;0.050000;0.020000;2.000000;
315.000000;1.331889;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272131;0.185115;1.022812;1.045996;0.053406;-0.167579;-0.047219;0.229449;1.000000;0.000000;1.331889;-6.047942;0.050000;0.020000;2.000000;
316.000000;1.331883;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272135;0.185120;1.022830;1.046034;0.053410;-0.167575;-0.047223;0.229444;1.000000;0.000000;1.331883;-6.048228;0.050000;0.020000;2.000000;
317.000000;1.331876;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272138;0.185125;1.022848;1.046071;0.053413;-0.167572;-0.047226;0.229439;1.000000;0.000000;1.331876;-6.048512;0.050000;0.020000;2.000000;
318.000000;1.331870;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272142;0.185130;1.022866;1.046108;0.053416;-0.167569;-0.047230;0.229434;1.000000;0.000000;1.331870;-6.048793;0.050000;0.020000;2.000000;
319.000000;1.331863;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272145;0.185134;1.022883;1.046145;0.053419;-0.167566;-0.047233;0.229430;1.000000;0.000000;1.331863;-6.049073;0.050000;0.020000;2.000000;
320.000000;1.331857;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272148;0.185139;1.022901;1.046181;0.053423;-0.167563;-0.047236;0.229425;1.000000;0.000000;1.331857;-6.049350;0.050000;0.020000;2.000000;
321.000000;1.331851;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272152;0.185144;1.022918;1.046217;0.053426;-0.167559;-0.047240;0.229420;1.000000;0.000000;1.331851;-6.049625;0.050000;0.020000;2.000000;
322.000000;1.331844;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272155;0.185148;1.022935;1.046253;0.053429;-0.167556;-0.047243;0.229416;1.000000;0.000000;1.331844;-6.049898;0.050000;0.020000;2.000000;
323.000000;1.331838;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272158;0.185153;1.022952;1.046288;0.053432;-0.167553;-0.047246;0.229411;1.000000;0.000000;1.331838;-6.050168;0.050000;0.020000;2.000000;
324.000000;1.331832;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272161;0.185157;1.022969;1.046324;0.053435;-0.167550;-0.047249;0.229407;1.000000;0.000000;1.331832;-6.050437;0.050000;0.020000;2.000000;
325.000000;1.331826;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272165;0.185162;1.022986;1.046359;0.053438;-0.167547;-0.047253;0.229402;1.000000;0.000000;1.331826;-6.050703;0.050000;0.020000;2.000000;
