0 | GEN____8_SM | PMIN : activation
0.0306911 | GEN____3_SM | PMIN : activation
0.348405 | GEN____8_SM | PMIN : deactivation
0.828675 | GEN____3_SM | PMIN : deactivation
0.834701 | GEN____8_SM | PMIN : activation
1.90571 | GEN____8_SM | PMIN : deactivation
2.18387 | GEN____3_SM | PMIN : activation
2.33844 | GEN____8_SM | PMIN : activation
2.75809 | GEN____3_SM | PMIN : deactivation
5 | _BUS____1-BUS____5-1_AC | LINE : opening on side 2
5 | GEN____8_SM | PMIN : deactivation
5.24792 | CLA_2_5 | CLA : arming by over-current constraint
5.40305 | GEN____6_SM | PMIN : activation
5.56254 | GEN____8_SM | PMIN : activation
5.7742 | GEN____6_SM | PMIN : deactivation
5.92038 | GEN____3_SM | PMIN : activation
6.04156 | GEN____8_SM | PMIN : deactivation
6.16289 | GEN____6_SM | PMIN : activation
6.37288 | GEN____6_SM | PMIN : deactivation
6.49225 | GEN____3_SM | PMIN : deactivation
6.5761 | GEN____8_SM | PMIN : activation
6.81172 | GEN____6_SM | PMIN : activation
7.0192 | GEN____8_SM | PMIN : deactivation
7.13566 | GEN____6_SM | PMIN : deactivation
7.66081 | GEN____6_SM | PMIN : activation
7.74149 | GEN____8_SM | PMIN : activation
7.91941 | GEN____6_SM | PMIN : deactivation
8.04958 | GEN____8_SM | PMIN : deactivation
10.2479 | CLA_2_5 | CLA : order to change topology
10.2479 | _BUS____2-BUS____5-1_AC | LINE : opening both sides
10.2479 | CLA_2_5 | CLA : order to change topology
10.4397 | CLA_2_4 | CLA : arming by over-current constraint
10.6891 | GEN____6_SM | PMIN : activation
10.8649 | GEN____8_SM | PMIN : activation
11.0105 | GEN____6_SM | PMIN : deactivation
11.2924 | GEN____8_SM | PMIN : deactivation
11.4501 | GEN____6_SM | PMIN : activation
11.5961 | GEN____6_SM | PMIN : deactivation
11.8905 | GEN____8_SM | PMIN : activation
12.1309 | GEN____6_SM | PMIN : activation
12.2214 | GEN____8_SM | PMIN : deactivation
12.3765 | GEN____6_SM | PMIN : deactivation
20.4397 | CLA_2_4 | CLA : order to change topology
20.4397 | _BUS____2-BUS____4-1_AC | LINE : opening on side 2
20.4397 | CLA_2_4 | CLA : order to change topology
21.202 | GEN____8_SM | PMIN : activation
21.588 | GEN____8_SM | PMIN : deactivation
21.5887 | GEN____6_SM | PMIN : activation
21.818 | GEN____6_SM | PMIN : deactivation
21.8888 | GEN____3_SM | PMIN : activation
22.1017 | GEN____3_SM | PMIN : deactivation
22.212 | GEN____8_SM | PMIN : activation
22.3161 | GEN____6_SM | PMIN : activation
22.5532 | GEN____8_SM | PMIN : deactivation
22.5963 | GEN____6_SM | PMIN : deactivation
